PropertyID,OccupancyType,Building,Address,City,State,Zip,Contact,ContactTel,RevisedDate,LastCarrier,InspectionDate,BRepCostNew,BSquareFoot,CRepCostNew,ParkSquareFoot,ParkSubStructure,ValuationDate,WallType,Heating,Cooling,RoofMaterial,Passenger,Freight,CommerciallyInsured,FEMAGrant,FEMARef,GrantDateRec,FEMAAmt,PropertySold,SoldDate,PropertyActive,ActiveDate,InactiveDate,MICLA,MICLADate,YearBuilt,StoriesNo,BuildingSF,ParkingSF,MFireAlarm,AFireAlarm,Sprinkler,Fully,Partial,EntryAlarm,ProtectionClass,Notes,UserID,InputDate,LossControlReport,AppraisalReport
P00300,Library,Harbor City Branch Library,24000 S. Western Ave.,Harbor City,CA,90710,Cheryl Collins,310-548-77,7/25/12 0:00,NULL,7/19/12 0:00,3105800,212,0,212,0,7/25/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/06 0:00,NULL,N,NULL,2006,1,14650,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:01,N,N
P00151,Fire Station,Fire Station 13,2401 Pico Blvd,Los Angeles,CA,90006,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,2324080,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/5/08 0:00,NULL,N,NULL,2008,8,15290,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,11/20/12 15:54,N,N
P00051,Pump Station,Pump Station 611,2401 Riverdale Ave,Los Angeles,CA,90031,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,119998,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1981,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American            ,sbiggs,6/30/15 13:23,N,N
P00357,Library,Silver Lake Branch Library,2411 Glendale Blvd,Los Angeles,CA,90003,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2650000,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/09 0:00,NULL,N,NULL,2009,2,12500,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/17/13 14:14,N,N
P00240,Multi-Purpose Bldg,Jardin De Ninos,2422 Manitou Avenue,Los Angeles,CA,90031,Chris Rajapakse,8183521504,8/16/11 0:00,NULL,8/9/11 0:00,1027408,157,0,157,0,8/16/11 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/62 0:00,NULL,N,NULL,1962,1,6544,0,Y,Y,Y,Y,NULL,Y,NULL,Los Angeles Childcare Development Council  ,sbiggs,2/14/13 15:27,N,N
P00060,Pump Station,Pump Station 624,2458 Nalin Dr.,Sherman Oaks,CA,90077,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,4678839,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1960,1,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American        ,sbiggs,6/30/15 13:30,N,N
P00101,Pump Station,Pump Station 710,2460 1/2 Enterprise Ave.,Los Angeles,CA,90021,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,2003,0,0,0,N,N,N,N,NULL,N,NULL, ,sbiggs,9/21/10 12:23,N,N
P00006,Offices / Workshops,Central Facilities Building,251 E. 6th Street,Los Angeles,CA,90014,David Paschal,213-928-9517,5/15/15 0:00,XL American,5/15/15 0:00,28081604,75,9910524,75,0,3/1/14 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/32 0:00,NULL,N,NULL,1977,3,65000,300000,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American           ,sbiggs,6/24/15 14:12,N,N
P00245,Multi-Purpose Bldg,Delta Sigma Theta Life Development Inc,2528 West Blvd,Los Angeles,CA,90016,Chris Rajapakse,8183521504,9/21/11 0:00,NULL,9/21/11 0:00,776522,157,0,157,0,9/21/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1972,1,4946,0,Y,Y,Y,Y,NULL,Y,NULL,Operated by:  People Coordinated Services  ,sbiggs,2/14/13 15:38,N,N
P00342,Library,Lincoln Heights Branch Library,2530 Workman St,Los Angeles,CA,90031,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2737344,212,NULL,212,NULL,1/9/13 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/96 0:00,NULL,N,NULL,1996,2,12912,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 15:02,N,N
P00338,Library,El Sereno Branch Library,2556 Huntington Dr.,Los Angeles,CA,90032,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2226000,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/04 0:00,NULL,N,NULL,2004,1,10500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 14:14,N,N
P00128,Parking Garage,Police Administration Parking Structure,260 S. Main Street,Los Angeles,CA,90012,BJ Fulkerson,2134855849,3/12/15 0:00,XL American,3/1/15 0:00,48678619,159,0,159,0,3/1/15 0:00,Metal / Steel Frame,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,NULL,NULL,Y,1/1/09 0:00,NULL,N,NULL,2009,5,298455,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American        ,sbiggs,6/24/15 14:40,N,N
P00092,Pump Station,Pump Station 684,2600 W. Miner St,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,270738,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1973,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:45,N,N
P00239,Multi-Purpose Bldg,Placita De Ninos,2661 Pasadena Avenue,Los Angeles,CA,90031,Chris Rajapakse,8183521504,8/16/11 0:00,NULL,8/9/11 0:00,628000,157,0,157,0,8/16/11 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/70 0:00,NULL,N,NULL,1970,1,4000,0,Y,Y,Y,Y,NULL,Y,NULL,Los Angeles Childcare Development Council  ,sbiggs,2/14/13 15:26,N,U
P00285,Library,Angeles Mesa Branch Library,2700 W. 52nd Street,Los Angeles,CA,90043,Cherly Collins,3105487785,1/25/12 0:00,NULL,1/25/12 0:00,1111516,212,0,212,0,1/25/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/95 0:00,NULL,N,NULL,1928/1995,1,5243,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,1/17/13 14:57,N,N
P00189,Fire Station,Fire Station 56,2759 Rowena Ave,Los Angeles,CA,90027,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,828400,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,2/28/89 0:00,NULL,N,NULL,1989,2,5450,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:49,N,N
P00291,Pump Station,Pump Station,2785 Clyde,Los Angeles,CA,90016,BJ Fulkerson,2139289517,3/12/14 0:00,XL American,3/1/14 0:00,1938000,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,T,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,U,NULL,NULL,0,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American       ,sbiggs,7/17/14 10:48,N,N
P00022,Astronomical Observatory,Griffith Park Observatory,2800 E. Observatory Rd.,Los Angeles,CA,90027,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,21213878,309,4242776,309,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/33 0:00,NULL,N,NULL,1933 / 2006,2,66600,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American               ,sbiggs,5/18/15 10:57,Y,N
P00344,Library,Malabar Branch Library,2801 Wabash Ave,Los Angeles,CA,90033,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,1272000,212,NULL,212,NULL,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/91 0:00,NULL,N,NULL,1991,2,6000,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/9/13 15:09,N,N
P00319,Library,Felipe de Neve Branch Library,2820 W. 6th Street,Los Angeles,CA,90057,Cheryl Collins,3105487785,10/28/12 0:00,NULL,10/28/12 0:00,1965876,212,0,212,0,10/28/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/98 0:00,NULL,N,NULL,1998,1,9273,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:09,N,N
P00329,Library,Baldwin Hills Branch Library,2906 S. La Brea Avenue,Los Angeles,CA,90016,Cheryl Collins,3105487785,12/6/12 0:00,NULL,NULL,2544000,212,NULL,212,NULL,12/6/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,1,12000,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,12/6/12 14:54,N,N
P00349,Library,Palms Rancho Branch Library,2920 Overland Ave,Los Angeles,CA,90064,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2226000,212,0,212,0,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,N,NULL,2002,2,10500,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/9/13 16:12,N,N
P00162,Fire Station,Fire Station 25,2927 Whittier Bl,Los Angeles,CA,90023,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,883728,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,9/7/79 0:00,NULL,N,NULL,1979,2,5814,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 16:02,N,N
P00210,Fire Station,Fire Station 110,2945 Miner St. Berth 43,San Pedro,CA,90291,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1012320,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,9/7/92 0:00,NULL,N,NULL,1992,2,6660,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:09,N,N
P00086,Pump Station,Pump Station 676,301 McFarland Ave,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,1719005,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1966,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:43,N,N
P00183,Fire Station,Fire Station 50,3036 Fletcher Dr.,Los Angeles,CA,90065,Community Liaison Officer,2139783810,1/13/11 0:00,NULL,NULL,1325896,152,0,152,0,1/13/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/4/58 0:00,NULL,N,NULL,1958,2,8723,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 12:47,N,N
P00220,Fire Station,Fire Station 76,3111 N. Cahuenga Blvd,Los Angeles,CA,90068,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,593256,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,4/4/51 0:00,NULL,N,NULL,1951,1,3903,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:12,N,N
P00253,Multi-Purpose Bldg,Seinan Senior Citizens Club,3116 W. Jefferson Blvd,Los Angeles,CA,90018,Chris Rajapakse,8183521504,10/6/11 0:00,NULL,10/6/11 0:00,511192,157,0,157,0,10/6/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1960,2,3256,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,2/15/13 10:32,N,N
P00255,Multi-Purpose Bldg,Hoover Intergenerational Childcare Center,3216 S. Hoover Street,Los Angeles,CA,90007,Chris Rajapakse,8183521504,10/13/11 0:00,NULL,NULL,737900,157,0,157,0,10/13/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1987,1,4700,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,2/15/13 10:33,N,N
P00145,Fire Station,Fire Station 6,326 N. Virgil Ave,Los Angeles,CA,90004,Community Liaison Officer,213-978381,12/14/10 0:00,NULL,NULL,1047584,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/6/87 0:00,NULL,N,NULL,1987,2,6892,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:38,N,N
P00173,Fire Station,Fire Station 40,330 Ferry Street,Terminal,CA,90731,Community Liaison Officer,2139783810,1/7/11 0:00,NULL,NULL,1824000,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/21/85 0:00,NULL,N,NULL,1985,2,12000,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 12:44,N,N
P00131,City Yard,Thatcher Street Maintenance Yard,3311 Thatcher Avenue,Venice,CA,90292,BJ Fulkerson,2134855849,3/12/15 0:00,XL American,3/1/15 0:00,103020,95,0,95,0,3/1/15 0:00,NULL,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1980,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - XL American           ,sbiggs,6/24/15 14:44,N,N
P00001,City Yard,36th Street Yard,3330 W. 36th Street,Los Angeles,CA,90008,BJ Fulkerson,213-485-5849,5/15/15 0:00,XL American,3/1/15 0:00,2228529,59,214282,59,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/40 0:00,NULL,N,NULL,1940 / 2000,1,36750,0,Y,Y,Y,N,40,Y,NULL,Property - XL American                 ,sbiggs,5/15/15 13:53,N,N
P00139,Equipment,Equipment Floater,3330 W. 36th Street,Los Angeles,CA,90008,BJ Fulkerson,2134855849,3/12/14 0:00,NULL,3/1/14 0:00,0,0,99110995,0,0,3/1/14 0:00,NULL,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,NULL,0,0,N,N,N,N,NULL,N,NULL,"Ins. Term Year 03/12 thru 03/13;  Property - Lexington Ins. Co. #02041281, $500M p/o $1B; Zurich Ins. Co. #ERP9140209-03, $500M p/o $1B.         *See attached detailed list of equipment.    ",sbiggs,3/12/14 14:08,N,N
P00036,Police Station,North East Police Station,3353 San Fernando Road,Los Angeles,CA,90065,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,669515,156,1333903,156,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1970 / 1984,2,41500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American             ,sbiggs,5/15/15 13:45,U,U
P00313,Library,Atwater Village Branch Library,3379 Glendale Blvd,Los Angeles,CA,90039,Cheryl Collins,3105487785,8/31/12 0:00,NULL,8/30/12 0:00,1250800,212,0,212,0,8/31/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/89 0:00,NULL,N,NULL,1989,1,5900,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,1/17/13 15:07,N,N
P00037,Police Station,Newton Police Station,3400 S. Central Ave.,Los Angeles,CA,90014,David Paschal,213-928-9517,5/15/15 0:00,XL American,3/1/15 0:00,6321307,160,2057103,160,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/96 0:00,NULL,N,NULL,1996,2,38400,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American    ,sbiggs,5/18/15 11:14,N,N
P00152,Fire Station,Fire Station 14,3401 S. Central Ave,Los Angeles,CA,90011,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1518632,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,3/9/50 0:00,NULL,N,NULL,1950,2,9991,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:55,N,N
P00294,Pump Station,ECIS 809,3410 S. La Cienega Blvd,Los Angeles,CA,90016,BJ Fulkerson,2139289517,3/12/14 0:00,XL American,3/1/14 0:00,19380000,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,0,0,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American        Air Treatment Facility  ,sbiggs,7/17/14 10:50,N,N
P00074,Pump Station,Pump Station 648,346 Culver Blvd,Playa Del Rey,CA,90293,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,362457,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1935,1,324,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:50,N,N
P00254,Multi-Purpose Bldg,Hilltop Nursery School,3625 Marathon Street,Los Angeles,CA,90026,Chris Rajapakse,8183521504,10/6/11 0:00,NULL,10/6/11 0:00,3036851,157,0,157,0,10/6/11 0:00,Wood Frame,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1962,1,19343,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 10:33,N,N
P00193,Fire Station,Old Fire Station 62,3631 Centinela Ave,Los Angeles,CA,9066,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,717744,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,4/6/50 0:00,NULL,N,NULL,1950,2,4722,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:58,N,N
P00167,Fire Station,Fire Station 34,3661 7th St.,Los Angeles,CA,90018,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,1599496,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,2/3/51 0:00,NULL,N,NULL,1951,2,10523,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:42,N,N
P00177,Fire Station,Fire Station 43,3690 Motor Ave,Los Angeles,CA,90034,Community Liaison Officer,213978-381,1/7/11 0:00,NULL,NULL,2284256,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,9/25/07 0:00,NULL,N,NULL,2007,2,15028,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:45,N,N
P00120,Pump Station,Pump Station 602,3716 Union Pacific Ave,Los Angeles,CA,90023,BJ Fulkerson,2134855844,3/12/15 0:00,XL American,3/1/15 0:00,2261292,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American          ,sbiggs,6/24/15 15:54,N,N
P00043,Pump Station,Pump Station 602,3719 Union Pacific Ave,Los Angeles,CA,90023,David Paschal,213-928-9517,9/21/10 0:00,NULL,3/1/10 0:00,2195003,0,0,0,0,3/1/10 0:00,Concrete,N,N,NULL,N,U,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1972,NULL,0,0,N,N,N,N,NULL,N,NULL,"Ins. Term Year 03/10 thru 03/11;  Property - Lexington Ins. Co. #02041281, $500M p/o $1B; Zurich Ins. Co. #ERP9140209-03, $500M p/o $1B.      ",sbiggs,9/21/10 11:23,N,N
P00256,Multi-Purpose Bldg,The Childrens Collective Inc,3817 S. San Pedro Street,Los Angeles,CA,90011,Chris Rajapakse,8183521504,10/13/11 0:00,NULL,10/13/11 0:00,621720,157,0,157,0,10/13/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1980,1,3960,0,Y,Y,Y,Y,NULL,Y,NULL,AKA: San Pedro Children Center ,sbiggs,2/15/13 12:38,N,N
P00236,Multi-Purpose Bldg,East Los Angeles Retarded Citizen Association,3839 Selig Place,Los Angeles,CA,90031,Chris Rajapakse,8183521504,8/16/11 0:00,NULL,8/9/11 0:00,3421030,157,0,157,0,8/9/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/78 0:00,NULL,N,NULL,1978,1,21790,0,Y,Y,Y,Y,NULL,Y,NULL,EL ARCA     AKA; East Los Angeles Remakable Citizen Association  ,sbiggs,2/14/13 15:23,N,N
P00081,Pump Station,Pump Station 669,390 N Seaside,Terminal Island,CA,90731,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,1594067,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1922,1,254,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:40,N,N
P00287,Library,Exposition Park Branch Library,3900 S. Western Ave,Los Angeles,CA,90007,Cherly Collins,3105487785,1/24/12 0:00,NULL,1/24/12 0:00,3038172,212,0,212,0,1/25/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/08 0:00,NULL,N,NULL,1975/2008,1,14331,0,Y,Y,Y,Y,NULL,Y,NULL,     ,sbiggs,1/17/13 14:58,N,N
P00049,Pump Station,Pump Station 609,391 S. Figueroa Street,Los Angeles,CA,90071,BJ Fulkerson,213-485-5849,9/21/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1997,0,0,0,N,N,N,N,NULL,N,NULL,NULL,sbiggs,9/21/10 11:27,N,N
P00063,Pump Station,Pump Station 628,3934 Cordin Ave,Woodland Hills,CA,91367,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,243210,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1970,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American          ,sbiggs,6/30/15 13:32,N,N
P00044,Pump Station,Pump Station 603,400 Buckingham Rd,Los Angeles,CA,90008,Raul Macias,213-485-5844,9/21/10 0:00,XL American,3/1/10 0:00,468000,0,0,0,0,3/1/10 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,N,NULL,NULL,N,NULL,1948,1,90,0,N,N,N,N,NULL,N,NULL,"Pump Station Inactive as of   March 27, 2009, per email from the Department of Sanitation.    ",sbiggs,7/10/14 15:22,N,N
P00182,Fire Station,Fire Station 49,400 Yacht St.,Wilmington,CA,90744,Community Liaison Officer,2139783810,1/13/11 0:00,NULL,NULL,1842240,152,0,152,0,1/13/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/4/68 0:00,NULL,N,NULL,1968,2,12120,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:47,N,N
P00008,City Yard,Central Yard,401 N. 19th Avenue,Los Angeles,CA,90031,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,535704,260,535704,260,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/80 0:00,NULL,N,NULL,1980,1,2000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American        ,sbiggs,5/18/15 10:52,N,N
P00004,City Yard,Ave 19 Yard,401 North Avenue 19,Los Angeles,CA,90031,Dan Eason,213-978-7227,5/15/15 0:00,XL American,3/1/15 0:00,642845,31,214282,31,0,3/1/15 0:00,Metal / Steel Frame,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/50 0:00,NULL,N,NULL,1950's / 1990's,1,20500,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American               ,sbiggs,5/15/15 13:50,N,N
P00164,Fire Station,Fire Station 29,4029 W. Wilshire Bl.,Los Angeles,CA,90010,Community Liaison Officer,2139783810,12/23/10 0:00,NULL,NULL,1381832,152,0,152,0,12/23/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/27/91 0:00,NULL,N,NULL,1991,2,9091,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 16:03,N,N
P00224,Fire Station,Fire Station 78,4041 Whitsett Ave,Studio City,CA,91604,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,2324080,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,2008,2,15290,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:37,N,N
P00053,Pump Station,Pump Station 616,4080 Cahuenga Bl.,Los Angeles,CA,91604,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,470348,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1940,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American           ,sbiggs,6/30/15 13:25,N,N
