APN,Registered Date,Property Type,Property Address,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone
5436031005,03/09/2015,Single Family,"3048 W ATWATER AVE
",90039,13,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
2177041016,03/09/2015,Single Family,"3770 N MARFIELD AVE
",91356,3,SolutionStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2747007142,03/09/2015,Single Family,"21143 W LASSEN ST
",91311,12,Select Portfolio Servicing,Code Violations,888-349-8964,MCS/2225,MCS Trashout,30262   Crown Valley PKWY B-228 Laguna Nigel CA 92677,866-563-1100
6083020011,03/09/2015,Non-Residential,"00320 E 118TH ST
",90061,15,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
5041036038,03/09/2015,Multi-Family,"1651 EXPOSITION BLVD
",90018,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2779010185,03/09/2015,Single Family,"8523 N INDEPENDENCE AVE
",91304,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510,877-339-8202
6069028009,03/09/2015,Single Family,"1644 E 115TH ST
",90059,15,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
2139018009,03/09/2015,Single Family,"6620 N NEVADA AVE
",91303,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
4325014015,03/09/2015,Multi-Family,"10757 W WILKINS AVE
",90024,5,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
4252034020,03/09/2015,Single Family,"10776 W TABOR ST
",90034,5,Solutionstar Field Services,Paula Acosta,888-456-0714,"Safeguard Properties, Attn Code Compliance",Code Compliance at Safeguard Properties Code Compliance at Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
5478009014,03/09/2015,Single Family,"5325 E BUCHANAN ST
",90042,1,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5092005010,03/09/2015,Multi-Family,"827 S NORTON AVE
",90005,4,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2415004021,03/09/2015,Multi-Family,"5737 1 2 N CRANER AVE
",91601,2,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
5479021008,03/09/2015,Single Family,"1910 N AVENUE
",90042,14,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2741001069,03/09/2015,Single Family,"10220 N DE SOTO AVE
",91311,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2617004047,03/09/2015,Single Family,"14014 W FILMORE ST
",91331,6,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4335013063,03/09/2015,Single Family,"325 S SWALL DR
",90048,5,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
6051022020,03/09/2015,Single Family,"818 E 107TH ST
",90002,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2347026045,03/09/2015,Single Family,"5224 N CORTEEN PL
",91607,2,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
6075007001,03/09/2015,Single Family,"700 W 111TH ST
",90044,8,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
5074034019,03/09/2015,Single Family,"2045 S OXFORD AVE
",90018,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
4333012049,03/09/2015,Multi-Family,"931 S SHENANDOAH ST
",90035,5,M&T BANK,JAMES KELLY,800-724-1633,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2020011020,03/09/2015,Single Family,"7862 N VALLEY FLORES DR
",93063,12,Solutionstar Field Services,Paula Acosta,888-456-0714,"Safeguard Properties, Attn Code Compliance",Code Compliance at Safeguard Properties Code Compliance at Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
6038014051,03/09/2015,Multi-Family,"712 W 90TH ST
",90044,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2661006002,03/09/2015,Single Family,"10551 N BLUCHER AVE
",91344,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
6074022008,03/09/2015,Single Family,"144 W 111TH PL
",90061,8,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
4007003009,03/09/2015,Single Family,"6034 S 3RD AVE
",90043,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2779045023,03/09/2015,Single Family,"21018 W RODAX ST
",93063,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   INTERNATIONAL PKWY  PLANO TX 75093,813-387-1100
2012004026,03/09/2015,Single Family,"22131 W STRATHERN ST
",93063,3,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510,877-339-8202
2125020032,03/09/2015,Single Family,"18143 W WELBY WAY
",91335,3,"Taylor, Bean & Whitaker REO, LLC",Beverley Koller,321-710-0178,Wish Sotheby's International Realty,Tim McLaughlin,13501   Ventura BLVD  Sherman Oaks CA 91423,818-990-8700
5109014012,03/09/2015,Multi-Family,"4424 1 2 S TOWNE AVE
",90011,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2112012025,03/09/2015,Single Family,"21038 W RUNNYMEDE ST
",91303,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2317014020,03/09/2015,Multi-Family,"11935 W VALERIO ST
",91605,2,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway   Plano TX 75093,813-387-1100
5015019031,03/09/2015,Single Family,"5101 S WILTON PL
",90062,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2248010033,03/09/2015,Single Family,"14315 W MAGNOLIA BLVD
",91423,4,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway   Plano TX 75093,813-387-1100
2672013036,03/09/2015,Single Family,"8743 N COLLETT AVE
",91343,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2022017012,03/09/2015,Single Family,"7522 N CAPISTRANO AVE
",91307,12,SolutionStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5042002013,03/09/2015,Single Family,"3441 S 2ND AVE
",90018,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
2555013001,03/09/2015,Single Family,"10861 N SCOVILLE AVE
",91040,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2369021022,03/09/2015,Single Family,"3716 N LAUREL CANYON BLVD
",91604,2,Solutionstar Field Services,Paula Acosta,888-456-0714,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc. Mortgage Contracting Services, Inc.",6504   International Parkway   Plano TX 75093,813-387-1100
2747014069,03/09/2015,Single Family,"10030 OWENSMOUTH
",91311,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
4255027007,03/09/2015,Single Family,"10730 W AYRES AVE
",90064,5,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5548008044,03/09/2015,Single Family,"1626 1 2 N FORMOSA AVE
",90046,4,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510,877-339-8202
4004028030,03/09/2015,Single Family,"6327 S RIMPAU BLVD
",90043,8,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2624005012,03/09/2015,Single Family,"12731 W WINGO ST
",91331,7,Select Portfolio Servicing,Code Violations,888-349-8964,MCS/2225,MCS Trashout,30262   Crown Valley PKWY B-228 Laguna Nigel CA 92677,866-563-1100
7411029047,03/09/2015,Single Family,"26320 S ALTA VISTA AVE
",90710,15,Solutionstar Field Services,Paula Acosta,888-456-0714,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743
2511017034,03/09/2015,Single Family,"13047 W HUBBARD ST
",91342,7,Central Mortgage Company,Gerald Brown,501-716-5887,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
6001023011,03/09/2015,Single Family,"6213 S HAAS AVE
",90047,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
6084013007,03/09/2015,Single Family,"846 E 116TH ST
",90059,15,Solutionstar Field Services,Paula Acosta,888-456-0714,"Cyprexx Services, LLC.",Property Registrations Property Registrations,525   Grand Regency BLVD  Brandon FL 33510,877-339-8202
2245009020,03/10/2015,Single Family,"14322 W ALBERS ST
",91401,4,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
5445024005,03/10/2015,Single Family,"2320 E FERNLEAF ST
",90031,13,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5304017039,03/10/2015,Single Family,"3883 N LATROBE ST
",90031,1,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5580024002,03/10/2015,Single Family,"2406 N CAZAUX PL
",90068,4,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
4005020012,03/10/2015,Single Family,"5946 S 4TH AVE
",90043,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5669018002,03/10/2015,Single Family,"1680 W HILL DR
",90041,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2419018047,03/10/2015,Single Family,"5048 N CAHUENGA BLVD
",91601,4,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
5404007008,03/10/2015,Multi-Family,"806 N ALVARADO ST
",90026,13,M&T Bayview,Loly Cambo,305-646-6513,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
6050035007,03/10/2015,Single Family,"10201 S STANFORD AVE
",90002,8,"Diamond Point Investment, Inc.",Sherry Babb,951-567-8900,NULL,NULL,,NULL
5304015013,03/10/2015,Single Family,"781 E MONTECITO DR
",90031,1,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5430016001,03/10/2015,Single Family,"3819 W SUNSET DR
",90027,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
5172005027,03/10/2015,Single Family,"153 S GLESS ST
",90033,14,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2218014025,03/10/2015,Single Family,"14823 W LEADWELL ST
",91405,6,Selene Finance,Amy West,713-587-9723,"QUEST PRESERVATION,INC",KEVIN MERRETT,16808   Armstrong AVE 215 Irvine CA 92606,714-408-1844
5188006016,03/10/2015,Single Family,"701 S ESPERANZA ST
",90023,14,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5217010015,03/10/2015,Single Family,"5133 E CHESTER ST
",90032,14,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6042016022,03/10/2015,Single Family,"834 E 90TH ST
",90002,9,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5005021014,03/10/2015,Multi-Family,"1915 W 54TH ST
",90062,8,"Diamond Point Investment, Inc.",Sherry Babb,951-567-8900,NULL,NULL,,NULL
5056021016,03/10/2015,Single Family,"1724 S MENLO AVE
",90006,1,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5111015026,03/11/2015,Multi-Family,"145 W 43RD ST
",90037,9,M&T BANK,JOSHUA MCNULTY,716-630-4883,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
7438015016,03/11/2015,Single Family,"1381 W OAKHORNE DR
",90710,15,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2651007111,03/11/2015,Single Family,"9155 N CEDROS AVE
",91402,6,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2747021078,03/11/2015,Single Family,"9950 N JORDAN AVE
",91311,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2410015019,03/11/2015,Single Family,"7304 N SATSUMA AVE
",91352,2,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5476012016,03/11/2015,Single Family,"1526 N AVENUE
",90042,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2310016041,03/11/2015,Single Family,"7905 N AGNES AVE
",99999,6,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5420038010,03/11/2015,Single Family,"2147 N AVON ST
",90026,13,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5076010023,03/11/2015,Single Family,"1143 S WESTMORELAND AVE
",90006,1,Green Tree,Jeremy Iverson,480-383-0648,"Safeguard Properties, LLC",Resolution Center,30870   Russell Ranch RD  Westlake Village CA 91362,866-515-9759
2551023041,03/11/2015,Single Family,"11054 N ELDORA AVE
",91040,7,Central Loan Administration & Reporting,Athena Santos,888-821-6452,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2729008009,03/11/2015,Single Family,"10136 N CREBS AVE
",91324,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5072025022,03/11/2015,Multi-Family,"1335 1 2 S 4TH AVE
",90019,10,"PLM Loan Management Services, Inc",Beth Godbey,408-370-4030,BRC Investments Debt Fund,David Takakawa,1020   MANHATTAN BEACH BLVD 200 MANHATTAN BEACH CA 90266,213-226-8705
4251016035,03/11/2015,Single Family,"11120 QUEENSLAND
",90034,5,PHH Mortgage,Lawrence Riggs,856-917-2828,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835
2611020010,03/11/2015,Single Family,"14935 W NORA PL
",91342,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2616025026,03/11/2015,Single Family,"13863 W EUSTACE ST
",91331,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
6015001020,03/11/2015,Multi-Family,"1423 W 65TH ST
",90047,8,HUD,Angela Hone,855-871-4884,"Sentinel Field Services, Inc",Angela Hone,34   Civic Center   Santa Ana CA 92701,855-871-4884
2639023004,03/11/2015,Single Family,"8846 N MOONBEAM AVE
",91402,6,"BSI Financial Services, Inc.",John Turner,240-482-2348,Boardwalk Properties,Mike Potier,3948   Atlantic AVE  Long Beach CA 90807,562-424-0333
6068006027,03/11/2015,Single Family,"10725 S KALMIA ST
",90059,15,HUD,Angela Hone,855-871-4884,"Sentinel Field Services, Inc",Angela Hone,34   Civic Center   Santa Ana CA 84015,855-871-4884
2024010019,03/11/2015,Single Family,"22133 W SCHOOLCRAFT ST
",91303,3,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
2679005011,03/11/2015,Single Family,"10518 N ODESSA AVE
",91344,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,"SPECIALIZED LOAN SERVICING, LLC",FREDRICK KORB,8742   LUCENT BLVD 1109 HIGHLANDS RANCH CO 80129,720-241-7218
2633009015,03/11/2015,Single Family,"12047 W REDBANK ST
",91352,6,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2820010005,03/11/2015,Single Family,"19208 W CASTLEBAY LANE
",91326,12,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
2114006093,03/11/2015,Single Family,"7521 N WINNETKA AVE
",91306,3,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
4003004014,03/12/2015,Single Family,"4219 W 60TH ST
",90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4211020213,03/12/2015,Single Family,"5890 S CRESCENT PARK E
",90094,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5090004012,03/12/2015,Single Family,"834 S TREMAINE AVE
",90005,4,JP Morgan Chase NA,Amy Lott,888-310-1506,Capital Alliance,Benilda Samson,7   Bizmark   Irvine CA 92619,949-221-0450
6034010006,03/12/2015,Multi-Family,"1638 W 81ST ST
",90047,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Eddy Leon,Eddy Leon,1650   Ximeno AVE 90804 Long Beach CA 90804,866-627-2256
5044014010,03/12/2015,Multi-Family,"3433 S 9TH AVE
",90018,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6083008036,03/12/2015,Single Family,"359 E 116TH PL
",90061,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4248016049,03/12/2015,Multi-Family,"3378 S CENTINELA AVE
",90066,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2654006022,03/12/2015,Single Family,"9031 N NOBLE AVE
",91343,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2328011042,03/12/2015,Single Family,"13524 W CREWE ST
",91405,2,LENDING BEE,BORIS DORFMAN,818-761-7234,NULL,NULL,,NULL
5093023034,03/12/2015,Single Family,"939 S ARDMORE AVE
",90006,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2741025047,03/12/2015,Single Family,"10225 N MASON AVE
",91311,12,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
4262016081,03/12/2015,Single Family,"1710 S GRANVILLE AVE
",90025,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5034018049,03/12/2015,Single Family,"3970 S 3RD AVE
",90008,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2023014012,03/12/2015,Single Family,"22103 W RUNNYMEDE ST
",91303,3,SETERUS INC,Preservation Compliance,866-570-5277,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5420022024,03/12/2015,Multi-Family,"1905 N ECHO PARK AVE
",90026,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5517021015,03/12/2015,Single Family,"173 S ARDMORE AVE
",90004,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5155012173,03/12/2015,Single Family,"421 S LA FAYETTE
",90064,1,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2734003001,03/12/2015,Single Family,"17800 W ROMAR ST
",91325,12,SETERUS INC,Preservation Compliance,866-570-5277,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
4366018002,03/12/2015,Single Family,"11120 W SUNSET BLVD
",90049,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2216024037,03/12/2015,Single Family,"6918 N MATILIJA AVE
",91405,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6061025002,03/12/2015,Single Family,"550 W 105TH ST
",90044,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5074003004,03/12/2015,Multi-Family,"1411 1 2 S OXFORD AVE
",90006,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5177026023,03/12/2015,Multi-Family,"2511 E FOLSOM ST
",90033,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
