APN,Registered Date,Property Type,Property Address,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,compiled_address,compiled_lat,compiled_lng
5088007020,01/27/2015,Single Family,6525 W OLYMPIC BLVD ,90048,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"90048, CA",34.07310485839844,-118.3727798461914
5484025006,01/27/2015,Single Family,323 N AVENUE ,90042,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90042, CA",34.11512756347656,-118.19194793701172
2172022084,01/27/2015,Single Family,20938 W MARMORA DR ,91364,3,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91364, CA",34.15509033203125,-118.5953369140625
7411026027,01/27/2015,Single Family,26417 S ATHENA AVE ,90710,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90710, CA",33.798213958740234,-118.29917907714844
2257019170,01/27/2015,Single Family,5460 WHITE ,91436,5,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397,"91436, CA",34.150089263916016,-118.49427795410156
6006022005,01/27/2015,Single Family,6207 S AVALON BLVD ,90003,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90003, CA",33.96413803100586,-118.27391815185547
5503001029,01/27/2015,Single Family,333 S MANHATTAN PL ,90020,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90020, CA",34.06632614135742,-118.31034088134766
5014025004,01/27/2015,Single Family,5143 S 3RD AVE ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90043, CA",33.98872375488281,-118.33509063720703
5588037025,01/27/2015,Single Family,5220 W LOS DIEGOS WAY ,90027,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90027, CA",34.12507629394531,-118.2906494140625
6002020015,01/27/2015,Single Family,1414 W 60TH PL ,90047,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90047, CA",33.953941345214844,-118.30876922607422
4419012029,01/27/2015,Single Family,750 N ENCHANTED WAY ,90272,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90272, CA",34.079803466796875,-118.54438018798828
6015022027,01/27/2015,Multi-Family,1603 W 69TH ST ,90047,8,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"90047, CA",33.953941345214844,-118.30876922607422
5103021029,01/27/2015,Single Family,939 E 55TH ST ,90011,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90011, CA",34.00749206542969,-118.25874328613281
2543016040,01/27/2015,Single Family,10208 W LA CANADA ,91040,7,Federal National Mortgage Association,Aileen Cabalu,949-930-0812,Pinnacle Estate Properties,Raquel  Magro,10328   SEPULVEDA BLVD  MISSION HILLS CA 91345,818-361-9727,"91040, CA",34.274986267089844,-118.31769561767578
5081026025,01/27/2015,Single Family,1021 S GRAMERCY PL ,90019,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90019, CA",34.048606872558594,-118.33881378173828
2329026002,01/27/2015,Single Family,6662 N NAGLE AVE ,91401,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91401, CA",34.17808151245117,-118.4315185546875
2146026012,01/27/2015,Single Family,21730 MARYLEE ,91367,3,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91367, CA",34.176387786865234,-118.61597442626953
2668006103,01/27/2015,Single Family,10636 WOODLEY ,91344,12,Green Tree,Jeremy Iverson,480-383-0648,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,888-627-2256,"91344, CA",34.29195785522461,-118.50615692138672
5457027001,01/27/2015,Multi-Family,2753 W AVENUE ,90065,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90065, CA",34.10940933227539,-118.22795104980469
6053002004,01/27/2015,Single Family,9312 S BROADWAY ,90003,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90003, CA",33.96413803100586,-118.27391815185547
5585026023,01/27/2015,Single Family,2183 N ARGYLE AVE ,90068,4,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90068, CA",34.12809753417969,-118.3287353515625
4369036022,01/27/2015,Single Family,1035 N STRADELLA RD ,90077,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"90077, CA",34.10498046875,-118.45551300048828
5420021013,01/27/2015,Multi-Family,1612 W FARGO ST ,90026,13,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90026, CA",34.07874298095703,-118.26375579833984
2162008017,01/27/2015,Single Family,5401 ZELZAH ,91316,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91316, CA",34.165252685546875,-118.51605224609375
2169024033,01/27/2015,Single Family,5047 N LLANO DR ,91364,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"91364, CA",34.15509033203125,-118.5953369140625
5468013027,01/27/2015,Multi-Family,237 1 2 S AVENUE ,90042,1,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90042, CA",34.11512756347656,-118.19194793701172
6014025003,01/27/2015,Single Family,1350 W 69TH ST ,90044,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90044, CA",33.95302963256836,-118.29151153564453
2126019015,01/27/2015,Single Family,18630 W HART ST ,91335,3,Carrington Home Solutions,Warren Licata,866-374-4062,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397,"91335, CA",34.20128631591797,-118.54069519042969
5186011026,01/27/2015,Multi-Family,460 1 2 S ESTUDILLO AVE ,90063,14,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90063, CA",34.0443000793457,-118.18507385253906
4005009023,01/27/2015,Single Family,3135 W 59TH PL ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90043, CA",33.98872375488281,-118.33509063720703
5006005024,01/27/2015,Single Family,5414 S VICTORIA AVE ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90043, CA",33.98872375488281,-118.33509063720703
5101033010,01/27/2015,Multi-Family,238 W 53RD ST ,90037,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90037, CA",34.00276184082031,-118.28748321533203
6050035011,01/27/2015,Single Family,637 E 103RD ST ,90002,8,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"90002, CA",33.948917388916016,-118.24713134765625
7420020008,01/27/2015,Multi-Family,1128 N FRIES AVE ,90744,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90744, CA",33.78234100341797,-118.26117706298828
2623018017,01/27/2015,Single Family,12968 W KAGEL CANYON ST ,91331,7,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"91331, CA",34.25545120239258,-118.4202880859375
2416008042,01/27/2015,Single Family,5272 N SATSUMA AVE ,91601,2,Federal National Mortgage Association,Aileen Cabalu,949-930-0812,Pinnacle Estate Properties,Raquel  Magro,10328   SEPULVEDA BLVD  MISSION HILLS CA 91345,818-361-9727,"91601, CA",34.1682014465332,-118.37205505371094
2320023002,01/27/2015,Multi-Family,6654 N BECK AVE ,91606,2,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"91606, CA",34.18682098388672,-118.38898468017578
5468017012,01/27/2015,Single Family,5230 E MARMION WAY ,90042,1,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"90042, CA",34.11512756347656,-118.19194793701172
6015008013,01/27/2015,Single Family,1414 W 65TH ST ,90047,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90047, CA",33.953941345214844,-118.30876922607422
4317003052,01/27/2015,Single Family,1814 S THAYER AVE ,90025,5,Green Tree,Jeremy Iverson,480-383-0648,"Safeguard Properties, LLC",Resolution Center,30870   Russell Ranch RD  Westlake Village CA 91362,866-515-9759,"90025, CA",34.04511260986328,-118.44671630859375
5588035041,01/27/2015,Single Family,5216 W LOS ADORNOS WAY ,90027,4,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"90027, CA",34.12507629394531,-118.2906494140625
2274006004,01/27/2015,Single Family,3701 N LONGVIEW VALLEY RD ,91423,4,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"91423, CA",34.14839553833008,-118.43264770507812
2822024029,01/27/2015,Single Family,11633 N SPY GLASS DR ,91326,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91326, CA",34.28035354614258,-118.55609130859375
2615008024,01/27/2015,Single Family,15220 W LOS ALIMOS ST ,91345,7,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91345, CA",34.26637649536133,-118.4603042602539
5585017014,01/27/2015,Single Family,2439 N VASANTA WAY ,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90068, CA",34.12809753417969,-118.3287353515625
5078033020,01/27/2015,Single Family,1210 S FEDORA ST ,90006,1,Midfirst Bank,Adam Malak,405-426-1723,"US Best Repair Service, Inc",Jonathan Farley,2501   Alton PKWY  Irvine CA 92606,888-750-2378,"90006, CA",34.04802703857422,-118.29409790039062
5109012031,01/27/2015,Single Family,417 E 46TH ST NORTH ,90011,9,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"90011, CA",34.00749206542969,-118.25874328613281
2572035003,01/27/2015,Single Family,6334 W LA REINA DR ,91042,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91042, CA",34.31466293334961,-118.20763397216797
7448005006,01/27/2015,Single Family,729 N GAFFEY PL ,90731,15,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90731, CA",33.741397857666016,-118.27884674072266
2556025033,01/27/2015,Single Family,10534 N LANGMUIR AVE ,91040,7,Select Portfolio Servicing,Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91040, CA",34.274986267089844,-118.31769561767578
5104015019,01/27/2015,Multi-Family,1203 E 55TH ST ,90011,9,SETERUS INC,Preservation Compliance,866-570-5277,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"90011, CA",34.00749206542969,-118.25874328613281
4358013017,01/27/2015,Single Family,1117 N MAYBROOK DR ,90210,5,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90210, CA",34.102294921875,-118.4146728515625
6015023024,01/27/2015,Single Family,1531 W 69TH ST ,90047,8,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397,"90047, CA",33.953941345214844,-118.30876922607422
2110014112,01/27/2015,Single Family,7632 N TOPANGA CANYON BLVD ,93063,3,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"93063, CA",34.2882080078125,-118.68922424316406
5081025032,01/27/2015,Single Family,956 S WILTON PL ,90019,4,NationStar,Paula Acosta,972-315-8837,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"90019, CA",34.048606872558594,-118.33881378173828
4215026022,01/27/2015,Single Family,5011 S PURDUE AVE ,90230,11,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90230, CA",33.99496841430664,-118.39934539794922
2715021047,01/27/2015,Single Family,18010 W SAN FERNANDO MISSION BLVD ,91344,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91344, CA",34.29195785522461,-118.50615692138672
5109011007,01/27/2015,Multi-Family,226 E VERNON AVE ,90011,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342,"90011, CA",34.00749206542969,-118.25874328613281
6030022015,01/27/2015,Single Family,349 E 83RD ST ,90003,9,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"90003, CA",33.96413803100586,-118.27391815185547
5040018009,01/27/2015,Multi-Family,1224 1 2 W 35TH ST ,90007,8,NationStar,Paula Acosta,972-315-8837,TD Foreclosure Services,Julie Taberdo,5023  N parkway calabasas   calabasas CA 91302,818-703-7712,"90007, CA",34.02779006958008,-118.28510284423828
5115016026,01/27/2015,Multi-Family,933 E 43RD PL ,90011,9,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90011, CA",34.00749206542969,-118.25874328613281
2626018021,01/27/2015,Single Family,13001 W BRANFORD ST ,91331,7,Federal National Mortgage Association,Aileen Cabalu,949-930-0812,"Safeguard Properties, LLC",Resolution Center,30870   Russell Ranch RD  Westlake Village CA 91362,866-515-9759,"91331, CA",34.25545120239258,-118.4202880859375
5005004011,01/27/2015,Multi-Family,5339 2ND AVE ,90043,8,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90043, CA",33.98872375488281,-118.33509063720703
5063002025,01/27/2015,Multi-Family,5222 1 2 W 20TH ST ,90016,10,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90016, CA",34.02840042114258,-118.35417938232422
5092015009,01/27/2015,Single Family,849 S 5TH AVE ,90005,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90005, CA",34.0600700378418,-118.30976867675781
6051024030,01/27/2015,Single Family,754 E 106TH ST ,90002,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90002, CA",33.948917388916016,-118.24713134765625
5590019016,01/27/2015,Single Family,4521 W MELBOURNE AVE ,90027,4,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"90027, CA",34.12507629394531,-118.2906494140625
4318024015,01/27/2015,Single Family,2994 S HADDINGTON DR ,90064,5,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90064, CA",34.03719711303711,-118.42424774169922
5042006024,01/27/2015,Multi-Family,3690 S 4TH AVE ,90018,10,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397,"90018, CA",34.02804183959961,-118.31771087646484
5419021003,01/27/2015,Single Family,1817 W MONTANA ST ,90026,13,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90026, CA",34.07874298095703,-118.26375579833984
6029012018,01/27/2015,Single Family,1018 E 81ST ST ,90001,9,PHH Mortgage,Lawrence Riggs,856-917-2828,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"90001, CA",33.97408676147461,-118.24983215332031
2182005010,01/27/2015,Single Family,4901 N ALONZO AVE ,91316,5,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,"91316, CA",34.165252685546875,-118.51605224609375
7422015023,01/27/2015,Single Family,1546 N LAKME AVE ,90744,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90744, CA",33.78234100341797,-118.26117706298828
2075033010,01/27/2015,Single Family,22457 W VENIDO RD ,91364,3,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"91364, CA",34.15509033203125,-118.5953369140625
2555014033,01/27/2015,Single Family,10845 N PARR AVE ,91040,7,Federal National Mortgage Association,Aileen Cabalu,949-930-0812,Pinnacle Estate Properties,Raquel  Magro,10328   SEPULVEDA BLVD  MISSION HILLS CA 91345,818-361-9727,"91040, CA",34.274986267089844,-118.31769561767578
5022019021,01/28/2015,Single Family,4230 S ARLINGTON AVE ,90008,8,Carrington Home Solutions,Warren Licata,866-374-4062,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397,"90008, CA",34.00904083251953,-118.34813690185547
5402006030,01/28/2015,Multi-Family,656 N OCCIDENTAL BLVD ,90026,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90026, CA",34.07874298095703,-118.26375579833984
2107023066,01/28/2015,Single Family,7811 N WINNETKA AVE ,91306,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"91306, CA",34.210113525390625,-118.57591247558594
5013024030,01/28/2015,Multi-Family,3232 W VERNON AVE ,90043,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90043, CA",33.98872375488281,-118.33509063720703
2531018030,01/28/2015,Single Family,11970 W GAGER ST ,91342,7,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"91342, CA",34.347469329833984,-118.35269165039062
6006027009,01/28/2015,Single Family,418 E 59TH PL ,90003,9,Carrington Home Solutions,Warren Licata,866-374-4062,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397,"90003, CA",33.96413803100586,-118.27391815185547
7438001032,01/28/2015,Single Family,1559 W WOODBURY DR ,90710,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,"90710, CA",33.798213958740234,-118.29917907714844
5023021025,01/28/2015,Single Family,4154 S SUTRO AVE ,90008,10,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90008, CA",34.00904083251953,-118.34813690185547
5082014007,01/28/2015,Single Family,4344 W VICTORIA PARK DR ,90019,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90019, CA",34.048606872558594,-118.33881378173828
4257001005,01/28/2015,Single Family,2522 S BUNDY DR ,90064,11,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90064, CA",34.03719711303711,-118.42424774169922
2648008018,01/28/2015,Single Family,14851 W HIAWATHA ST ,91345,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"91345, CA",34.26637649536133,-118.4603042602539
6042017028,01/28/2015,Single Family,850 E 89TH ST ,90002,9,M&T BANK,JAMES KELLY,800-724-1633,Edward Zubia,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-804-7437,"90002, CA",33.948917388916016,-118.24713134765625
5027002002,01/28/2015,Single Family,4682 W DON MIGUEL DR ,90008,8,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"90008, CA",34.00904083251953,-118.34813690185547
2637020020,01/28/2015,Single Family,8432 N MINUET PL ,91402,6,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91402, CA",34.224239349365234,-118.44468688964844
2623002014,01/28/2015,Single Family,13043 W GARBER ST ,91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91331, CA",34.25545120239258,-118.4202880859375
2263006021,01/28/2015,Single Family,15025 W OTSEGO ST ,91403,4,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"91403, CA",34.146663665771484,-118.46299743652344
2679005005,01/28/2015,Single Family,16433 W SAN JOSE ST ,91344,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"91344, CA",34.29195785522461,-118.50615692138672
5436018010,01/28/2015,Single Family,3238 W PERLITA AVE ,90039,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"90039, CA",34.1123161315918,-118.26122283935547
5016029023,01/28/2015,Single Family,1481 W 50TH ST ,90062,8,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453,"90062, CA",34.00339889526367,-118.308837890625
2228009014,01/28/2015,Single Family,17419 W MANTECA ST ,91406,6,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91406, CA",34.19887924194336,-118.48970031738281
2170016011,01/28/2015,Single Family,22041 W YBARRA RD ,91364,3,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"91364, CA",34.15509033203125,-118.5953369140625
5015003018,01/28/2015,Multi-Family,1829 W 47TH ST ,90062,8,"Ocwen Loan Servicing, LLC",Ivonne Pettegrew,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"90062, CA",34.00339889526367,-118.308837890625
