row,Park Property,Sub-Park Name,Address,City,Zip,Rgn.,CD 1,CD 2,CD 3,Acreage,Sub Acreage,Board Report #,Acquisition Date,Thomas Guide,Former/Alternate Name,A.P.N.,Comments,Part ofÃ‰,compiled_address,compiled_lat,compiled_lng
411,* Sub-Park (Sepulveda Basin Rec Area),HJELTE SPORTS CENTER,16210 W. BURBANK BLVD.,,,V,6,,,,14.72,,,561-F2,,,,,"16210 W Burbank Blvd, Woodland Hills, CA 91367, USA",34.1722869,-118.6442638
412,* Sub-Park (Sepulveda Basin Rec Area),BALBOA SPORTS CENTER,17015 W. BURBANK BLVD.,,,V,6,,,,82.34,,,561-C2,,,,,"17015 W Burbank Blvd, Woodland Hills, CA 91367, USA",34.1723131,-118.6442436
413,* Sub-Park (Sepulveda Basin Rec Area),SEPULVEDA BASIN DOG PARK,17550 W. VICTORY BLVD.,,,V,6,,,,4.94,,,531-B7,,,,,"17550 W Victory Blvd, Lake Balboa, CA 91406, USA",34.1867959,-118.5175659
414,* Sub-Park (Sepulveda Basin Rec Area),SEPULVEDA GARDEN CENTER,16633 W. MAGNOLIA BLVD.,,,V,5,,,,24.09,,,561-D3,,,,,"16633 W Magnolia Blvd, North Hollywood, CA 91601, USA",34.1649236,-118.3582028
415,* Sub-Park (Sepulveda Basin Rec Area),SEPULVEDA BASIN WILDLIFE RESERVE,17017 W. BURBANK BLVD.,,,V,6,,,,185.57,,,561-D2,,,,,"17017 W Burbank Blvd, Woodland Hills, CA 91367, USA",34.1723131,-118.6442436
416,* Sub-Park (Sepulveda Basin Rec Area),TEICHMAN FAMILY MAGNOLIA PARK                         (at Emek Hebrew Acad.),15365 W. MAGNOLIA BLVD.,,,V,4,,,,3.2,,,561-H3,,,,,"15365 W Magnolia Blvd, North Hollywood, CA 91601, USA",34.1649236,-118.3582028
417,SEPULVEDA RECREATION CENTER,,8801 N. KESTER AVE.,,,V,6,,,10.59,,,,531-J1,,,,,"8801 Kester Ave, Panorama City, CA 91402, USA",34.2291889,-118.4579893
418,SERRANIA AVENUE PARK,,4800 N. SERRANIA AVE.,,,V,3,,,36.54,,,,560-C4,,,,,"4800 Serrania Ave, Woodland Hills, CA 91364, USA",34.1566821,-118.5883701
419,SHADOW RANCH PARK ,,22633 W. VANOWEN ST.,,,V,12,,,12.03,,,,529-H6,,,,,"22633 W Vanowen St, Reseda, CA 91335, USA",34.1940545,-118.5491146
420,SHATTO RECREATION CENTER,,3191 W. 4TH ST.,,,M,4,,,5.45,,,,634-A2,,,,,"3191 W 4th St, Colby, KS 67701, USA",39.3943783,-101.0871725
421,SHAW (LESLIE N.) PARK,,2250 W. JEFFERSON BLVD.,,,P,10,,,0.63,,,,633-G7,,,,,"2250 W Jefferson Blvd, Dallas, TX 75208, USA",32.7471407,-96.8548626
422,SHELDON-ARLETA PARK  (Phases 3A/3B),,8701 N. SHARP AVENUE,,,V,6,,,45.16,,,,532-F1,,,,,"8701 N Sharp Ave, Mission Hills, CA 91345, USA",34.263783,-118.4432489
423,SHELDON SKATE PARK ,,12477 SHELDON STREET,,,V,6,,,2.11,,,,502-F7,,,,,"12477 Sheldon St, Sun Valley, CA 91352, USA",34.231305,-118.405234
424,SHERMAN OAKS CASTLE PARK,,4989 N. SEPULVEDA BLVD.,,,V,4,,,4.98,,,,561-H3,,,,,"4989 N Sepulveda Blvd, Manhattan Beach, CA 90266, USA",33.9017244,-118.3963059
426,SILVERLAKE MEADOWS PARK,,2543 N. ARMSTRONG AVE.,,,M,4,,,4.48,,,,594-D3,,,,,"2543 N Armstrong Ave, Clovis, CA 93611, USA",36.8458362,-119.6751088
427,SILVERLAKE RECREATION CENTER                       ,,1850 W. SILVERLAKE DR.,,,M,13,,,3.93,,,,594-D5,,,,,"1850 W Silverlake Rd, Blue Hill, NE 68930, USA",40.3649011,-98.4072501
428,* Sub-Park (Silverlake Rec Ctr),SILVERLAKE DOG PARK                       ,1850 W. SILVERLAKE DR.,,,M,13,,,,1.12,,,594-D5,,,,,"1850 W Silverlake Rd, Blue Hill, NE 68930, USA",40.3649011,-98.4072501
429,SLAUSON (JAMES) RECREATION CENTER,,5306 S. COMPTON AVE.,,,P,9,,,3.63,,,,674-F5,,,,,"5306 S Compton Ave, St Louis, MO 63111, USA",38.566222,-90.2440529
430,SLAVIN (JAIME BETH) PARK,,7965 N. WHITSETT AVE.,,,V,2,,,6.95,,,,532-E2,,,,,"7965 N Whitsett Ave, North Hollywood, CA 91606, USA",34.1902863,-118.4054659
431,SMITH (CARLIN G.) RECREATION CENTER,,511 W. AVE. 46,,,M,1,,,2.64,,,,595-A4,,,,,"511 W 46th Ave, Amarillo, TX 79110, USA",35.1637906,-101.8456688
432,SMITH (DOROTHY J.  & BENJAMIN B.) PARK,,7020 W. FRANKLIN AVE.,,,M,13,,,0.49,,,,593-D4,,,,,"7020 W Franklin Ave, Fresno, CA 93706, USA",36.7481992,-119.8620137
433,SNYDER (ROSS) RECREATION CENTER,,1501 E. 41ST ST.,,,P,9,,,11.34,,,,674-F3,,,,,"1501 E 41st St, Tulsa, OK 74105, USA",36.1043161,-95.9713944
434,SOUTHEAST VALLEY ROLLER & SKATEBOARD PARK (SE VALLEY PROJECT),,12477-12511 W. SHELDON ST,,,V,6,,,2.17,,,,"502 E-7, F-7",,,,,"12511 Sheldon St, Sun Valley, CA 91352, USA",34.230936,-118.406091
435,SOUTH L.A. WETLANDS PARK,,5413 S. AVALON BLVD.,,,P,9,,,9,,,,674-D5,,,,,"5413 Avalon Blvd, Los Angeles, CA 90011, USA",33.9927255,-118.2662197
436,SOUTH L. A. SPORTS ACTIVITY CENTER,,7020 S. FIGUEROA ST.,,,P,8,,,0.74,,,,674-B7,,,,,"7020 S Figueroa St, Los Angeles, CA 90003, USA",33.976023,-118.282308
437,SOUTH PARK RECREATION CENTER,,345 E. 51ST ST,,,P,9,,,18.25,,,,674-D4,,,,,"345 E 51st St, Austin, TX 78723, USA",30.3014561,-97.6943047
438,SOUTH SEAS HOUSE PARK,,2301 W. 24TH ST.,,,M,10,,,1.04,,,,633-G6,,,,,"2301 W 24th St, Kearney, NE 68845, USA",40.699467,-99.114575
439,SOUTH VICTORIA AVENUE PARK ,,6537 SOUTH VICTORIA AVE.,,,P,8,,,0.26,,,,673-F7,,,,,"6537 S Victoria Ave, Los Angeles, CA 90043, USA",33.979444,-118.332749
440,SPRING STREET PARK  (Phase 2),,428 S. SPRING STREET,,,M,14,,,0.8,,,,634-F4,,,,,"428 S Spring St, Port Washington, WI 53074, USA",43.3828628,-87.8869975
441,STATE STREET RECREATION CENTER,,716 N. STATE ST.,,,M,14,,,2.62,,,,635-A3,,,,,"716 N State St, Jackson, MS 39202, USA",32.3071463,-90.1788255
442,STEERS PROPERTY,,S. OF OWEN BROWN RD.,,,V,3,,,21.35,,,,590-E1,,,,,"Brown Rd, Corinth, KY 41010, USA",38.4998347,-84.5766516
443,STETSON RANCH PARK,,13877 N. GLENOAKS BLVD.,,,V,7,,,28.31,,,,481-G1,,,,,"13877 N Glenoaks Blvd, Sun Valley, CA 91352, USA",34.2138035,-118.3493566
444,STONEHURST RECREATION CENTER,,9901 N. DRONFIELD ST.,,,V,7,,,13.71,,,,502-J5,,,,,"9901 Dronfield Ave, Sun Valley, CA 91352, USA",34.2493313,-118.3748686
445,STONER RECREATION CENTER,,1835 S. STONER AVE.,,,P,11,,,8.66,,,,632-A6,,,,,"1835 S Stoner Ave, Tucson, AZ 85748, USA",32.1957691,-110.7846564
446,STONEY POINT PARK,,10870 N. TOPANGA CANYON BLVD.,,,V,12,,,29.06,,,,500-A2,,,,,"N Topanga Canyon Blvd, Topanga, CA 90290, USA",34.1149288,-118.5919319
447,"STRATHERN PARK, NORTH",,8041 N. WHITSETT AVE.,,,V,2,,,12.74,,,,532-F2,,,,,"8041 N Whitsett Ave, North Hollywood, CA 91606, USA",34.1902863,-118.4054659
448,"STRATHERN PARK, WEST",,12541 W. SATICOY ST.,,,V,2,,,9.38,,,,532-E3,,,,,"12541 Saticoy St, North Hollywood, CA 91605, USA",34.2084884,-118.4056078
449,STUDIO CITY MINI-PARK,,12505 W. MOORPARK ST.                 .,,,V,2,,,0.43,,,,562-F4,,,,,"12505 Moorpark St, Studio City, CA 91604, USA",34.1506966,-118.4055238
450,STUDIO CITY RECREATION CENTER,,12621 W. RYE ST.,,,V,2,,,8.46,,,,562-E4,,,,,"12621 Rye St, Studio City, CA 91604, USA",34.1514249,-118.4076908
451,SULLIVAN CANYON PARK,,NE OF SULLIVAN FIRE RD.,,,P,11,,,23.29,,,,631-C1,,,,,"Sullivan Fire Rd, Los Angeles, CA, USA",34.0626146,-118.5051225
452,SUN VALLEY PARK,,8133 N. VINELAND AVE.,,,V,6,,,17.26,,,,533-A2,,,,,"8133 N Vineland Ave, Kerman, CA 93630, USA",36.8075821,-120.0518692
453,SUNLAND PARK,,8651 W. FOOTHILL BLVD.,,,V,2,,,16.45,,,,503-F3,,,,,"8651 E Foothill Blvd, Rancho Cucamonga, CA 91730, USA",34.1050112,-117.6166239
454,SUNNYNOOK RIVER PARK,,"1-5 FRWY, LA RIVER/GLENDALE BLV",,,,4,,,3.4,,,,,,,,,"MidAmerica St. Louis Airport (BLV), 9656 Air Terminal Dr, Mascoutah, IL 62258, USA",38.5476682,-89.8154914
455,SUTTON (ALGIN) RECREATION CENTER,,8800 S. HOOVER ST.,,,P,8,,,16.46,,,,704-B3,,,,,"8800 S Hoover St, Los Angeles, CA 90044, USA",33.9571411,-118.2863963
456,SYCAMORE GROVE PARK,,4702 N. FIGUEROA ST.,,,M,1,,,13.62,,,,595-B4,,,,,"4702 N Figueroa St, Los Angeles, CA 90042, USA",34.1021828,-118.2030514
457,SYLMAR PARK,,13109 N. BORDEN AVE.,,,V,7,,,19.78,,,,482-A4,,,,,"13109 N Borden Ave, Pacoima, CA 91331, USA",34.2693512,-118.4013025
458,TARZANA RECREATION CENTER,,5655 N. VANALDEN AVE.,,,V,3,,,5.57,,,,560-G1,,,,,"5655 Vanalden Ave, Tarzana, CA 91356, USA",34.1741498,-118.5506825
459,TATUM (JACKIE)/HARVARD RECREATION CENTER ,,1535 W. 62ND ST.,,,P,8,,,12.88,,,,673-J6,,,,,"1535 W 62nd St, Chicago, IL 60636, USA",41.7812874,-87.6631216
460,TAXCO TRAILS PARK,,23367 W. INGOMAR ST.,,,V,12,,,2.45,,,,529-F3,,,,,"23367 W Ingomar St, West Hills, CA 91304, USA",34.2116557,-118.6434477
461,TELFAIR PARK,,15721 W. COBALT ST,,,V,7,,,1.29,,,,481 G-4,TAYLOR YARD; SEE,,,,"15721 Cobalt St, Sylmar, CA 91342, USA",34.304254,-118.473622
462,TEMESCAL CANYON PARK,,15900 W. PACIFIC COAST HWY.,,,P,11,,,37.59,,,,630-J6,,,,,"15900 Pacific Coast Hwy, Huntington Beach, CA 92649, USA",33.7305674,-118.0842928
463,TEMESCAL RIDGE TRAILHEAD,,16701 VIA LAS PALMAS ,,,P,11,,,0.46,,,,630-H1,,,,,"16701 Ví_a Las Palmas, Desert Hot Springs, CA 92241, USA",33.8439899,-116.373433
464,TIARA ST.  SITE,,11480 W. TIARA ST.,,,V,2,,,1.56,,,,562-H1,,,,,"11480 Tiara St, North Hollywood, CA 91601, USA",34.1784903,-118.3824298
465,TITMOUSE PARK,,415 E. CULVER BLVD.,,,P,11,,,0.29,,,,702-B3,,,,,"415 E Culver Rd, Knox, IN 46534, USA",41.2880422,-86.6177547
466,TOBERMAN RECREATION CENTER,,1725 S. TOBERMAN ST.,,,M,1,,,2.74,,,,634-C5,,,,,"1725 Toberman St, Los Angeles, CA 90015, USA",34.0391765,-118.2787706
467,TOBIAS AVENUE PARK,,9122 N. TOBIAS AVE.,,,V,6,,,1.61,,,,501-J7,,,,,"9122 Tobias Ave, Panorama City, CA 91402, USA",34.2358736,-118.4516116
469,TRIANGLE PARK,,652 W. MARR STREET,,,P,11,,,0.09,,,,671-J6,,,,,"652 W Marr St, Pocahontas, AR 72455, USA",36.2580023,-90.975409
470,TRINITY RECREATION CENTER,,2415 S. TRINITY ST.,,,P,9,,,2.06,,,,674-D1,,,,,"2415 S Trinity St, Edna, TX 77957, USA",28.9689709,-96.6501075
471,TUJUNGA GREENBELT & PEDESTRIAN BRIDGE,,COLDWATER CYN AVE. BTWN. OXNARD ST. & CHANDLER BLVD.,,,V,2,,,8.22,,,,532-E7,,,,,"Coldwater, MI 49036, USA",41.9403263,-85.0005215
473,UNIDAD PARK (Formerly Beverly Park),,1644-48 W. BEVERLY BLVD.,,,M,13,,,0.32,,,,634-D2,,"5153-012-900, 901",,,"1644 W Beverly Blvd, Montebello, CA 90640, USA",34.0194665,-118.1164796
474,VALCREST (CAMP),,H C 01 BOX 18 (LA CANADA),,,,NA,,,10,,,,,,,,,"1 Box Ave, Buffalo, NY 14211, USA",42.911329,-78.8390083
475,VALENCIA (ROSS) COMMUNITY PARK,,EAST 1ST AND N. CHICAGO STREET,,,M,14,,,0.09,,,,635-A5,,,,,"E 1st St & N Chicago St, Sumner, IA 50674, USA",42.8474634,-92.0949578
476,VALENCIA TRIANGLE,,8TH & VALENCIA ST.,,,M,1,,,0.06,,,,634-D4,,,,,"W 8th St & Valencia St, Los Angeles, CA 90017, USA",34.0510912,-118.2706903
477,VALENS (RITCHIE) PARK,,10731 LAUREL CANYON BLVD.,,,V,7,,,25.77,,,,502-B3,,,,,"10731 Laurel Canyon Blvd, Pacoima, CA 91331, USA",34.2646533,-118.4390678
478,VALLEY GLEN COMMUNITY PARK,,6150 N. ATOLL AVE.,,,V,2,,,5.7,,,,532-D7,,,,,"6150 Atoll Ave, Valley Glen, CA 91401, USA",34.1822691,-118.420316
479,VALLEY PLAZA PARK,,12240 W. ARCHWOOD ST.,,,V,2,,,77.64,,,,532-F6,,,,,"12240 Archwood St, North Hollywood, CA 91606, USA",34.1918698,-118.4008626
480,* Sub-Park (Valley Plaza Park),WHITSETT SPORTS FIELDS,7000 N. WHITSETT AVE.,,,V,2,,,,30.62,,,532-F6,,,,,"7000 Whitsett Ave, North Hollywood, CA 91605, USA",34.1978879,-118.4052312
481,* Sub-Park (Valley Plaza Park),LAURELGROVE PARK,6226 N. LAURELGROVE AVE.,,,V,2,,,,3.06,,,532-F6,,,,,"6226 Laurelgrove Ave, North Hollywood, CA 91606, USA",34.1839895,-118.4008606
482,VAN NESS RECREATION CENTER,,5720 S. 2ND AVE.,,,P,8,,,7.81,,,,673-G5,,,,,"5720 S 2nd Ave, Dallas, TX 75217, USA",32.7453882,-96.7260475
483,VAN NORMAN LAKES RESERVOIR,,15800 W. RINALDI ST.,,,V,12,,,10.9,,,,501-F1,,,,,"15800 Rinaldi St, Granada Hills, CA 91344, USA",34.2791004,-118.4759678
484,VAN NUYS MULTIPURPOSE CENTER,,6514 N. SYLMAR AVE.,,,V,2,,,1.38,,,,532-A6,,"2237-015-900, 901",,INC. Bernardi CENTER,"6514 Sylmar Ave, Van Nuys, CA 91401, USA",34.1890413,-118.4462899
485,VAN NUYS RECREATION CENTER,,14301 W. VANOWEN AVE.,,,V,6,,,3.89,,,,532-A5,,,,,"14301 W Vanowen St, Reseda, CA 91335, USA",34.1940516,-118.5470473
486,VAN NUYS - SHERMAN OAKS PARK ,,14201 W. HUSTON ST.,,,V,4,,,65.18,,,,562-A3,,,,,"14201 Huston St, Sherman Oaks, CA 91423, USA",34.1599273,-118.4421766
487,VANALDEN PARK,,8956 N. VANALDEN AVE.,,,V,12,,,10.89,,,,500-G7,,,,,"8956 Vanalden Ave, Northridge, CA 91324, USA",34.233327,-118.5487158
488,VENICE BEACH ,,2300 S. OCEAN FRONT WALK,,,W,11,,,160.75,,,,671-G6,,,,,"2300 Ocean Front Walk, Venice, CA 90291, USA",33.9826458,-118.4711006
489,VENICE HIGH SCHOOL POOL,,2490 S. WALGROVE AVE.,,,P,11,,,1.47,,,,672-B5,,,,,"2490 Walgrove Ave, Los Angeles, CA 90066, USA",33.9948603,-118.4445094
490,VENICE OF AMERICA CENTENNIAL PARK,,501 S. VENICE BLVD.,,,P,11,,,0.89,,,,671-H6,,,,,"501 S Venice Blvd, Venice, CA 90291, USA",33.9876535,-118.46513
491,VENICE RESERVOIR SITE,,3324 S. CENTINELA AVE.,,,P,11,,,14.33,,,,672-B2,,,,,"3324 S Centinela Ave, Los Angeles, CA 90066, USA",34.014152,-118.441517
492,* Sub-Park (Venice Reservoir Site),OCEAN VIEW FARMS COMMUNITY GARDEN,3300 S. CENTINELA AVE.,,,P,11,,,,5.7,,,672-B2,,,,,"3300 S Centinela Ave, Los Angeles, CA 90066, USA",34.0141171,-118.4407318
493,* Sub-Park (Venice Reservoir Site),NORTH VENICE LITTLE LEAGUE FIELDS,3321 GRAN VIEW BLVD.,,,P,11,,,,8.63,,,672-B2,,,,,"3321 Grand View Blvd, Los Angeles, CA 90066, USA",34.0145936,-118.4386187
495,VERDUGO HILLS POOL,,10654 N. IRMA AVE.,,,V,7,,,0.75,,,,503-J3,,,,,"N Irma Ave, Gonzales, LA 70737, USA",30.2334108,-90.9137843
496,VERDUGO MOUNTAIN PARK,,9999 w. EDMORE PLACE,,,V,2,,,587.97,,,,533-D2,,,,,"9999 W Edmore Pl, Sun Valley, CA 91352, USA",34.2170176,-118.3446767
497,* Sub-Park (Verdugo Mtn Park),VILLA CABRINI PARK,"9401 VILLA CABRINI DRIVE, WEST",,,V,2,,,,17.07,,,533-D2,,,,,"Cabrini Blvd, Golden, CO 80401, USA",39.7059983,-105.2324543
498,VERMONT & GAGE POCKET PARK,,2900 N. VERMONT,,,,9,,,0.38,,,,,,,,,"2900 N Vermont Ave, Oklahoma City, OK 73107, USA",35.497528,-97.595227
499,VERMONT MIRACLE PARK,,954 W. 81ST/8102 S. VERMONT,,,P,8,,,0.23,,,,704-A-2,,,,,"954 W 81st St, Los Angeles, CA 90044, USA",33.9654539,-118.290823
500,VERMONT PARKWAY,,VERMONT AVE. BTWN.            LOS FELIZ BLVD. & GRIFFITH PARK,,,M,4,,,2.58,,,,594-A2,,,,,"Vermont, USA",44.5588028,-72.5778415
501,VERMONT SQUARE,,1248 W. 47TH ST.,,,P,9,,,3.01,,,,674-A4,,,,,"1248 W 47th St, Kansas City, MO 64112, USA",39.0426456,-94.6015488
502,VERNON BRANCH LIBRARY POCKET PARK ,,4501 S. CENTRAL AVE.,,,P,9,,,0.15,,,,674-E3,,,,,"4501 S Central Ave, Compton, CA 90220, USA",33.8820851,-118.2488574
503,VIA DOLCE PARK,,3501-3507 S. VIA DOLCE,,,P,11,,,0.14,,,,671-J7,,,,,"3507 Ví_a Dolce, Marina Del Rey, CA 90292, USA",33.9783764,-118.4620181
504,VICTORY-VINELAND RECREATION CENTER,,11117 W. VICTORY BLVD.,,,V,2,,,6.48,,,,532-J6,,,,,"11117 W Victory Blvd, Lake Balboa, CA 91406, USA",34.1868356,-118.5101144
505,VIKING PARK,,11500 N. VIKING AVE.,,,V,12,,,10.07,,,,500-H1,,,,,"11500 Viking Ave, Porter Ranch, CA 91326, USA",34.279877,-118.5452173
506,VINEYARD RECREATION CENTER,,2942 S. VINEYARD AVE.,,,P,10,,,0.93,,,,633-D7,,,,,"2942 S Vineyard Ave, Ontario, CA 91761, USA",34.0203847,-117.6109343
507,VISTA DEL MAR PARK,,8150 S. VISTA DEL MAR ,,,P,11,,,0.84,,,,702-B5,,,,,"8150 Vista Del Mar, Playa Del Rey, CA 90293, USA",33.9464997,-118.4432791
508,VISTA HERMOSA SOCCER FIELD,,1301 W. 1ST STREET,,,M,1,,,1.88,,,,634-E2,,,,,"1301 W 1st St, Pratt, KS 67124, USA",37.6457984,-98.7578591
509,WABASH RECREATION CENTER,,2765 E. WABASH AVE.,,,M,14,,,1.87,,,,635-C4,,,,,"2765 E Wabash Ave, Spokane, WA 99217, USA",47.7023397,-117.369935
510,WALL STREET COMMUNITY PARK,,8620 S. WALL ST.,,,P,9,,,0.09,,,,704-D2,,,,,"8620 S Wall St, Mt Vernon, WA 98273, USA",48.4062795,-122.3457036
511,WARNER RANCH PARK,,5830 N. TOPANGA CANYON BLVD.,,,V,3,,,15.31,,,,560-A1,,,,,"5830 N Topanga Canyon Blvd, Topanga, CA 90290, USA",34.1387489,-118.6009086
512,WASHINGTON IRVING POCKET PARK,,4103 W. WASHINGTON BLVD.,,,M,10,,,0.13,,,,633-E5,,,,,"4103 W Washington Blvd, Los Angeles, CA 90018, USA",34.040154,-118.328585
513,WATTLES GARDEN PARK,,1824 N. CURSON AVE.,,,L,4,,,47.58,,,,593-C3,,,,,"1824 N Curson Ave, Los Angeles, CA 90046, USA",34.104295,-118.3546834
514,WATTS COMMUNITY PARK (formerly Monitor Avenue Park),,11300-11320 SOUTH MONITOR,,,P,15,,,1.13,,,,704-G-6,,,,,"11320 S Monitor Rd, Doniphan, NE 68832, USA",40.7664345,-98.4355896
515,WATTS CULTURAL CRESCENT,,1780 E. SANTA ANA BLVD.,,,P,15,,,2.95,,,,704-G5,,,,,"1780 E Santa Ana Blvd, Santa Ana, CA 92701, USA",33.7541927,-117.851956
516,WATTS SENIOR CITIZEN CENTER,,1657 E. CENTURY BLVD.,,,P,15,,,1.3,,,,704-G4,,,,,"1657 E Century Blvd, Los Angeles, CA 90002, USA",33.9464025,-118.2438419
518,"WEDDINGTON PARK, NORTH",,10844 W. ACAMA ST.,,,V,2,,,10.21,,,,563-A5,,,,,"10844 Acama St, Studio City, CA 91602, USA",34.1457531,-118.3671282
519,"WEDDINGTON PARK, SOUTH",,10800 W. VALLEY HEART DR.,,,V,2,,,14.48,,,,563-A6,,,,,"W Valley Heart Dr, Burbank, CA 91505, USA",34.1487687,-118.331145
520,WELCOME PARK ,,415 N. GAFFEY STREET,,,,15,,,0.4,,,,824-B4,,,,,"415 N Gaffey St, San Pedro, CA 90731, USA",33.7463819,-118.292628
521,WEST BOULEVARD PARK (aka Buckingham Place Park),,WEST BLVD & ANGELES BLVD.,,,,10,,,0.21,,,,,,,,,"Angeles Vista Blvd & West Blvd, Los Angeles, CA 90043, USA",33.9981348,-118.3362698
522,WEST HILLS SPORTS CENTER,,6900 N. VALLEY CIRCLE BLVD.,,,V,12,,,15.05,,,,529-D5,,,,,"6900 Valley Cir Blvd, West Hills, CA 91307, USA",34.1959731,-118.6567115
523,WESTCHESTER RECREATION CENTER,,7000 W. MANCHESTER AVE.,,,P,11,,,23.58,,,,702-E3,,,,,"7000 W Manchester Ave, Los Angeles, CA 90045, USA",33.9595171,-118.4154114
524,WESTMINSTER PARK              ,,1234 S PACIFIC AVE.,,,P,11,,,2.24,,,,671-G6,,,,,"1234 S Pacific Ave, Yuma, AZ 85365, USA",32.7051371,-114.5988852
525,* Sub-Park (Westminster Park),WESTMINSTER DOG PARK,1234 S PACIFIC AVE,,,P,11,,,,0.87,,,671-G6,,,,,"1234 S Pacific Ave, Yuma, AZ 85365, USA",32.7051371,-114.5988852
526,WESTSIDE NEIGHBORHOOD PARK,,3085 S. CLYDE AVE.,,,P,10,,,1.21,,,,633-A7,,,,,"S Clyde Ave, Chicago, IL, USA",41.7433912,-87.5733635
527,WESTWOOD GARDENS PARK,,10861 WELLWORTH AVE.,,,P,5,,,0.29,,,,632-B3,,,,,"10861 Wellworth Ave, Los Angeles, CA 90024, USA",34.0572609,-118.4416474
528,WESTWOOD PARK,,1350 S. SEPULVEDA BLVD.,,,P,5,,,26.7,,,,632-A4,,,,,"1350 S Sepulveda Blvd, Los Angeles, CA 90025, USA",34.0531294,-118.4481111
529,WHITE POINT PARK NATURE PRESERVE,,1600 W. PASEO DEL MAR,,,P,15,,,95.22,,,,853-H1,,,,,"1600 W Paseo Del Mar, San Pedro, CA 90731, USA",33.7159931,-118.3164134
530,WHITNALL HIGHWAY PARK,,5801 1/2 WHITNALL HWY.,,,V,2,,,10.52,,,,563-A1,,,,,"5801 Whitnall Hwy, North Hollywood, CA 91601, USA",34.1757894,-118.3620486
531,* Sub-Park (Whitnall Hwy Park),WHITNALL DOG PARK,5801 1/2 WHITNALL HWY.,,,V,2,,,,1.65,,,563-A1,,,,,"5801 Whitnall Hwy, North Hollywood, CA 91601, USA",34.1757894,-118.3620486
532,WIENER (BUDD) PARK,,4301 VIA MARISOL,,,M,14,,,0.79,,,,595-D4,,,,,"4301 Via Marisol, Los Angeles, CA 90042, USA",34.0976207,-118.1839559
533,WILBUR-TAMPA PARK,,12001 WILBUR AVE.,,,V,12,,,7.29,,,,480-F7,,,,,"12001 Wilbur Ave, Porter Ranch, CA 91326, USA",34.2894218,-118.5571307
534,WILL ROGERS STATE BEACH,,17600 PACIFIC COAST HWY,,,P,11,,,102.9,,,,630-H6,,,,,"17600 Pacific Coast Hwy, Pacific Palisades, CA 90272, USA",34.0400702,-118.5607042
535,WILMINGTON RECREATION CENTER,,325 NEPTUNE AVE.,,,P,15,,,7.31,,,,794-D7,,,,,"325 Neptune Ave, Brooklyn, NY 11235, USA",40.5809144,-73.9650415
536,WILMINGTON TOWN SQUARE,,"AVALON PLACE & ""I"" ST.  (104 E ""I"" Street)",,,P,15,,,0.48,,,,794-E6,,,,,"N Avalon Blvd & E I St & W I St, Wilmington, CA 90744, USA",33.7812216,-118.2625104
537,WILMINGTON VETERANS PARK,,1148 N. WATSON AVE.,,,P,15,,,3.96,,,,794-G5,,,,,"1148 N Watson Ave, Farmington, NM 87401, USA",36.7397609,-108.1968139
538,WINNETKA RECREATION CENTER,,8401 WINNETKA AVE.,,,V,3,,,15.95,,,,530-E2,,,,,"8401 Winnetka Ave, Winnetka, CA 91306, USA",34.222191,-118.5710242
539,WOODBINE PARK,,3409 VINTON AVE.,,,P,5,,,0.67,,,,632-F7,,,,,"3409 Vinton Ave, Minden, IA 51553, USA",41.5149501,-95.579798
540,WOODBRIDGE PARK,,11240 MOORPARK ST.,,,V,2,,,4.71,,,,562-J4,,,,,"11240 Moorpark St, Studio City, CA 91602, USA",34.15036,-118.3755359
541,WOODLAND HILLS RECREATION CENTER,,5858 SHOUP AVE.,,,V,3,,,18.76,,,,559-J1,,,,,"5858 Shoup Ave, Woodland Hills, CA 91367, USA",34.177124,-118.613398
542,WOODSIDE TRIANGLE,,WOODSIDE DR. & MARMION WAY (3571 Pasadena Ave),,,M,1,,,0.17,,,,595-B4,,,,,"Woodside, CA, USA",37.4299388,-122.2538557
543,YORK BOULEVARD POCKET PARK,,4948-4956 YORK BLVD,,,M,14,,,0.3,,,,595-B-1,,,,,"4956 York Blvd, Los Angeles, CA 90042, USA",34.121239,-118.207272
544,YOSEMITE RECREATION CENTER,,1840 YOSEMITE DR.,,,M,14,,,10,,,,565-B6,,,,,"1840 Yosemite Dr, Milpitas, CA 95035, USA",37.429801,-121.871165
545,YUCCA COMMUNITY CENTER,,6671 W. YUCCA ST.,,,M,13,,,0.97,,,,593-E4,,,,,"6671 W Yucca St, Peoria, AZ 85345, USA",33.5873399,-112.2041656
546,ZELZAH PARK,,11690 ZELZAH AVE.,,,V,12,,,9.74,,,,481-A7,,,,,"11690 Zelzah Ave, Granada Hills, CA 91344, USA",34.282354,-118.5254211
,,,TOTAL ACREAGE:,,,,,,,"15,976.99",,,,,,,,,"Total House, Accra, Ghana",5.5558444,-0.2030798
