DISTRICT,AIN,ASSESSED VALUE,ADDRESS,FIRST_OWNER_NAME,,compiled_address,compiled_lat,compiled_lng
11,4129023905,"$29,711",263   KILLGORE ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9355736,-118.4339752,263   KILLGORE ST   PLAYA DEL REY CA 902930000,""263 Killgore St, Los Angeles, CA 90293"",","263 Killgore St, Los Angeles, CA 90293",33.93557357788086,-118.43397521972656
15,7412011900,"$2,597,690",26300   VERMONT AVE   HARBOR CITY CA 907100000,L A CITY,"33.7846909,-118.2952805,26300   VERMONT AVE   HARBOR CITY CA 907100000,""26300 Vermont Ave, Los Angeles, CA 90710"",","26300 Vermont Ave, Los Angeles, CA 90710",33.784690856933594,-118.29528045654297
1,5205010903,"$23,642",2633   ARTESIAN ST   LOS ANGELES CA 900310000,L A CITY DEPT OF WATER AND POWER,"34.0813217,-118.218544,2633   ARTESIAN ST   LOS ANGELES CA 900310000,""2633 Artesian St, Los Angeles, CA 90031"",","2633 Artesian St, Los Angeles, CA 90031",34.081321716308594,-118.21854400634766
1,5205010905,"$23,642",2633   ARTESIAN ST   LOS ANGELES CA 900310000,L A CITY DEPT OF WATER AND POWER,"34.0813217,-118.218544,2633   ARTESIAN ST   LOS ANGELES CA 900310000,""2633 Artesian St, Los Angeles, CA 90031"",","2633 Artesian St, Los Angeles, CA 90031",34.081321716308594,-118.21854400634766
11,4117007917,"$37,011",264   WATERVIEW ST   LOS ANGELES CA 902930000,L A CITY,"33.9515495,-118.4434738,264   WATERVIEW ST   LOS ANGELES CA 902930000,""264 Waterview St, Los Angeles, CA 90293"",","264 Waterview St, Los Angeles, CA 90293",33.9515495300293,-118.44347381591797
11,4129011913,"$28,944",265   CHATEAU ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9422272,-118.4377764,265   CHATEAU ST   PLAYA DEL REY CA 902930000,""265 Chateau St, Los Angeles, CA 90293"",","265 Chateau St, Los Angeles, CA 90293",33.942227214574814,-118.43777641654015
11,4129023912,"$31,634",266   JACQUELIN ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9358444,-118.4339905,266   JACQUELIN ST   PLAYA DEL REY CA 902930000,""266 Jacquelin St, Los Angeles, CA 90293"",","266 Jacquelin St, Los Angeles, CA 90293",33.93584442138672,-118.43399047851562
1,5453002904,"$52,857",2664   ALICE ST   LOS ANGELES CA 900650000,L A CITY,"34.0944176,-118.2277603,2664   ALICE ST   LOS ANGELES CA 900650000,""2664 Alice St, Los Angeles, CA 90065"",","2664 Alice St, Los Angeles, CA 90065",34.094417572021484,-118.2277603149414
1,5205010901,"$382,034",2665   ARTESIAN ST   LOS ANGELES CA 900310000,L A CITY,"34.0806902,-118.2190637,2665   ARTESIAN ST   LOS ANGELES CA 900310000,""2665 Artesian St, Los Angeles, CA 90031"",","2665 Artesian St, Los Angeles, CA 90031",34.08069021999836,-118.21906372904778
1,5453002902,"$99,611",2668   ALICE ST   LOS ANGELES CA 900650000,L A CITY,"34.094532,-118.2276917,2668   ALICE ST   LOS ANGELES CA 900650000,""2668 Alice St, Los Angeles, CA 90065"",","2668 Alice St, Los Angeles, CA 90065",34.09453201293945,-118.22769165039062
11,4129021921,"$34,579",268   IPSWICH ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9367409,-118.4346466,268   IPSWICH ST   PLAYA DEL REY CA 902930000,""268 Ipswich St, Los Angeles, CA 90293"",","268 Ipswich St, Los Angeles, CA 90293",33.93674087524414,-118.43464660644531
11,4117007905,"$38,676",268   WATERVIEW ST   LOS ANGELES CA 902930000,L A CITY,"33.9515381,-118.4433441,268   WATERVIEW ST   LOS ANGELES CA 902930000,""268 Waterview St, Los Angeles, CA 90293"",","268 Waterview St, Los Angeles, CA 90293",33.9515380859375,-118.44334411621094
11,4129010914,"$37,267",269   DEAUVILLE ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9414177,-118.4369125,269   DEAUVILLE ST   PLAYA DEL REY CA 902930000,""269 Deauville St, Los Angeles, CA 90293"",","269 Deauville St, Los Angeles, CA 90293",33.9414176940918,-118.4369125366211
11,4129016922,"$572,562",270   EPINARD ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9401436,-118.4370804,270   EPINARD ST   PLAYA DEL REY CA 902930000,""270 Epinard St, Los Angeles, CA 90293"",","270 Epinard St, Los Angeles, CA 90293",33.94014358520508,-118.43708038330078
4,5593002913,"$1,280,910",2700 N VERMONT AVE   LOS ANGELES CA 900270000,L A CITY,"34.1175079,-118.3022385,2700 N VERMONT AVE   LOS ANGELES CA 900270000,""2700 N Vermont Ave, Los Angeles, CA 90027"",","2700 N Vermont Ave, Los Angeles, CA 90027",34.11750793457031,-118.30223846435547
8,5054031901,"$105,967",2700 S BUDLONG AVE   LOS ANGELES CA 900070000,L A CITY,"34.0302162,-118.2956314,2700 S BUDLONG AVE   LOS ANGELES CA 900070000,""2700 S Budlong Ave, Los Angeles, CA 90007"",","2700 S Budlong Ave, Los Angeles, CA 90007",34.030216217041016,-118.2956314086914
8,5053026904,"$12,547",2701   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.030735,-118.303154,2701   HALLDALE AVE   LOS ANGELES CA 900180000,""2701 Halldale Ave, Los Angeles, CA 90018"",","2701 Halldale Ave, Los Angeles, CA 90018",34.03073501586914,-118.30315399169922
8,5053026905,"$13,955",2702   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0307312,-118.3036957,2702   DALTON AVE   LOS ANGELES CA 900180000,""2702 Dalton Ave, Los Angeles, CA 90018"",","2702 Dalton Ave, Los Angeles, CA 90018",34.030731201171875,-118.30369567871094
8,5053026917,"$12,289",2706   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0305939,-118.3037033,2706   DALTON AVE   LOS ANGELES CA 900180000,""2706 Dalton Ave, Los Angeles, CA 90018"",","2706 Dalton Ave, Los Angeles, CA 90018",34.03059387207031,-118.30370330810547
8,5053026910,"$13,315",2707   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0305977,-118.303154,2707   HALLDALE AVE   LOS ANGELES CA 900180000,""2707 Halldale Ave, Los Angeles, CA 90018"",","2707 Halldale Ave, Los Angeles, CA 90018",34.03059768676758,-118.30315399169922
11,4129021918,"$30,734",271   JACQUELIN ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9363022,-118.4341812,271   JACQUELIN ST   PLAYA DEL REY CA 902930000,""271 Jacquelin St, Los Angeles, CA 90293"",","271 Jacquelin St, Los Angeles, CA 90293",33.936302185058594,-118.4341812133789
8,5053026911,"$13,315",2711   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0304604,-118.303154,2711   HALLDALE AVE   LOS ANGELES CA 900180000,""2711 Halldale Ave, Los Angeles, CA 90018"",","2711 Halldale Ave, Los Angeles, CA 90018",34.030460357666016,-118.30315399169922
8,5053026903,"$12,034",2712   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0304565,-118.303688,2712   DALTON AVE   LOS ANGELES CA 900180000,""2712 Dalton Ave, Los Angeles, CA 90018"",","2712 Dalton Ave, Los Angeles, CA 90018",34.03045654296875,-118.3036880493164
4,5593002912,"$4,098,922",2715 N VERMONT AVE   LOS ANGELES CA 900270000,L A CITY,"34.117692,-118.2930142,2715 N VERMONT AVE   LOS ANGELES CA 900270000,""2715 N Vermont Ave, Los Angeles, CA 90027"",","2715 N Vermont Ave, Los Angeles, CA 90027",34.11769196391106,-118.29301424324512
8,5053026906,"$13,315",2716   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0303192,-118.303688,2716   DALTON AVE   LOS ANGELES CA 900180000,""2716 Dalton Ave, Los Angeles, CA 90018"",","2716 Dalton Ave, Los Angeles, CA 90018",34.03031921386719,-118.3036880493164
8,5053026912,"$13,315",2717   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.030323,-118.303154,2717   HALLDALE AVE   LOS ANGELES CA 900180000,""2717 Halldale Ave, Los Angeles, CA 90018"",","2717 Halldale Ave, Los Angeles, CA 90018",34.03032302856445,-118.30315399169922
8,5053026907,"$13,315",2720   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0301819,-118.303688,2720   DALTON AVE   LOS ANGELES CA 900180000,""2720 Dalton Ave, Los Angeles, CA 90018"",","2720 Dalton Ave, Los Angeles, CA 90018",34.030181884765625,-118.3036880493164
8,5053026914,"$13,315",2725   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0300484,-118.303154,2725   HALLDALE AVE   LOS ANGELES CA 900180000,""2725 Halldale Ave, Los Angeles, CA 90018"",","2725 Halldale Ave, Los Angeles, CA 90018",34.03004837036133,-118.30315399169922
8,5053026908,"$13,315",2726   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0300446,-118.303688,2726   DALTON AVE   LOS ANGELES CA 900180000,""2726 Dalton Ave, Los Angeles, CA 90018"",","2726 Dalton Ave, Los Angeles, CA 90018",34.03004455566406,-118.3036880493164
8,5053026913,"$13,315",2729   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0301857,-118.303154,2729   HALLDALE AVE   LOS ANGELES CA 900180000,""2729 Halldale Ave, Los Angeles, CA 90018"",","2729 Halldale Ave, Los Angeles, CA 90018",34.03018569946289,-118.30315399169922
11,4129011905,"$35,860",276   BEAUMONT ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9429359,-118.4377975,276   BEAUMONT ST   PLAYA DEL REY CA 902930000,""276 Beaumont St, Los Angeles, CA 90293"",","276 Beaumont St, Los Angeles, CA 90293",33.942935943603516,-118.43779754638672
11,4129021914,"$39,317",276   IPSWICH ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9366989,-118.4344254,276   IPSWICH ST   PLAYA DEL REY CA 902930000,""276 Ipswich St, Los Angeles, CA 90293"",","276 Ipswich St, Los Angeles, CA 90293",33.93669891357422,-118.4344253540039
11,4117007904,"$51,615",276   WATERVIEW ST   LOS ANGELES CA 902930000,L A CITY,"33.9515648,-118.4429245,276   WATERVIEW ST   LOS ANGELES CA 902930000,""276 Waterview St, Los Angeles, CA 90293"",","276 Waterview St, Los Angeles, CA 90293",33.95156478881836,-118.44292449951172
11,4129006903,"$31,634",277   BEAUMONT ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9432182,-118.4379425,277   BEAUMONT ST   PLAYA DEL REY CA 902930000,""277 Beaumont St, Los Angeles, CA 90293"",","277 Beaumont St, Los Angeles, CA 90293",33.94321823120117,-118.43794250488281
8,5053026909,"$13,315",2800   DALTON AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.0299072,-118.303688,2800   DALTON AVE   LOS ANGELES CA 900180000,""2800 Dalton Ave, Los Angeles, CA 90018"",","2800 Dalton Ave, Los Angeles, CA 90018",34.0299072265625,-118.3036880493164
8,5053026915,"$13,315",2803   HALLDALE AVE   LOS ANGELES CA 900180000,LOS ANGELES CITY,"34.029911,-118.303154,2803   HALLDALE AVE   LOS ANGELES CA 900180000,""2803 Halldale Ave, Los Angeles, CA 90018"",","2803 Halldale Ave, Los Angeles, CA 90018",34.029911041259766,-118.30315399169922
10,4301011900,"$25,250",2811   REYNIER AVE   LOS ANGELES CA 900340000,L A CITY,"34.0356102,-118.3864059,2811   REYNIER AVE   LOS ANGELES CA 900340000,""2811 Reynier Ave, Los Angeles, CA 90034"",","2811 Reynier Ave, Los Angeles, CA 90034",34.03561019897461,-118.38640594482422
13,5437035902,$0,2815   RIVERSIDE DR   LOS ANGELES CA 900390000,L A CITY DEPT OF WATER AND POWER,"34.1110878,-118.2622757,2815   RIVERSIDE DR   LOS ANGELES CA 900390000,""2815 Riverside Dr, Los Angeles, CA 90039"",","2815 Riverside Dr, Los Angeles, CA 90039",34.111087799072266,-118.26227569580078
14,5180013901,"$14,723",2826 E 3RD ST   LOS ANGELES CA 900330000,L A CITY,"34.0386467,-118.2057037,2826 E 3RD ST   LOS ANGELES CA 900330000,""2826 E 3rd St, Los Angeles, CA 90033"",","2826 E 3rd St, Los Angeles, CA 90033",34.03864669799805,-118.20570373535156
14,5180013900,"$12,933",2827 E 3RD ST   LOS ANGELES CA 900330000,L A CITY,"34.039093,-118.2054138,2827 E 3RD ST   LOS ANGELES CA 900330000,""2827 E 3rd St, Los Angeles, CA 90033"",","2827 E 3rd St, Los Angeles, CA 90033",34.039093017578125,-118.20541381835938
14,5202024903,"$1,550,693",2830   LANCASTER AVE   LOS ANGELES CA 900330000,L A CITY HOUSING AUTHORITY,"34.0567207,-118.1949158,2830   LANCASTER AVE   LOS ANGELES CA 900330000,""2830 Lancaster Ave, Los Angeles, CA 90033"",","2830 Lancaster Ave, Los Angeles, CA 90033",34.05672073364258,-118.19491577148438
14,5180013903,"$14,468",2833 E 3RD ST   LOS ANGELES CA 900330000,L A CITY,"34.0390282,-118.2052689,2833 E 3RD ST   LOS ANGELES CA 900330000,""2833 E 3rd St, Los Angeles, CA 90033"",","2833 E 3rd St, Los Angeles, CA 90033",34.03902816772461,-118.20526885986328
15,7448034924,"$9,113",290   VIEWLAND PL   LOS ANGELES CA 907310000,L A CITY,"33.7514839,-118.2844849,290   VIEWLAND PL   LOS ANGELES CA 907310000,""290 Viewland Pl, Los Angeles, CA 90731"",","290 Viewland Pl, Los Angeles, CA 90731",33.75148391723633,-118.28448486328125
13,5437028900,"$397,078",2901   WORTHEN AVE   LOS ANGELES CA 900390000,L A CITY,"34.1077232,-118.2520752,2901   WORTHEN AVE   LOS ANGELES CA 900390000,""2901 Worthen Ave, Los Angeles, CA 90039"",","2901 Worthen Ave, Los Angeles, CA 90039",34.107723236083984,-118.2520751953125
4,5435039903,"$1,659",2901 N GLENDALE BLVD   LOS ANGELES CA 900390000,L A CITY DEPT OF WATER AND POWER,"34.114482,-118.266418,2901 N GLENDALE BLVD   LOS ANGELES CA 900390000,""2901 Glendale Blvd, Los Angeles, CA 90039"",","2901 Glendale Blvd, Los Angeles, CA 90039",34.114482,-118.266418
1,5077023900,"$826,200",2909   FRANCIS AVE   LOS ANGELES CA 900050000,L A CITY,"34.0570755,-118.2894287,2909   FRANCIS AVE   LOS ANGELES CA 900050000,""2909 Francis Ave, Los Angeles, CA 90005"",","2909 Francis Ave, Los Angeles, CA 90005",34.05707550048828,-118.2894287109375
4,5583017900,"$649,458",2916 N BEACHWOOD DR   LOS ANGELES CA 900680000,L A CITY,"34.1231613,-118.3200302,2916 N BEACHWOOD DR   LOS ANGELES CA 900680000,""2916 N Beachwood Dr, Los Angeles, CA 90068"",","2916 N Beachwood Dr, Los Angeles, CA 90068",34.12316131591797,-118.32003021240234
10,5049030905,"$79,590",2918 S LA BREA AVE   LOS ANGELES CA 900160000,L A CITY,"34.0281143,-118.3526306,2918 S LA BREA AVE   LOS ANGELES CA 900160000,""2918 S La Brea Ave, Los Angeles, CA 90016"",","2918 S La Brea Ave, Los Angeles, CA 90016",34.028114318847656,-118.35263061523438
14,5185038901,"$18,823",2919   WHITTIER BLVD   LOS ANGELES CA 900230000,L A CITY,"34.0311699,-118.2077942,2919   WHITTIER BLVD   LOS ANGELES CA 900230000,""2919 Whittier Blvd, Los Angeles, CA 90023"",","2919 Whittier Blvd, Los Angeles, CA 90023",34.03116989135742,-118.20779418945312
10,5049030904,"$14,400",2922 S LA BREA AVE   LOS ANGELES CA 900160000,L A CITY,"34.028019,-118.3526993,2922 S LA BREA AVE   LOS ANGELES CA 900160000,""2922 S La Brea Ave, Los Angeles, CA 90016"",","2922 S La Brea Ave, Los Angeles, CA 90016",34.028018951416016,-118.35269927978516
10,5049030906,"$63,523",2926 S LA BREA AVE   LOS ANGELES CA 900160000,L A CITY,"34.0279274,-118.3527679,2926 S LA BREA AVE   LOS ANGELES CA 900160000,""2926 S La Brea Ave, Los Angeles, CA 90016"",","2926 S La Brea Ave, Los Angeles, CA 90016",34.02792739868164,-118.35276794433594
10,5049030907,"$148,893",2930 S LA BREA AVE   LOS ANGELES CA 900160000,L A CITY,"34.027832,-118.3528366,2930 S LA BREA AVE   LOS ANGELES CA 900160000,""2930 S La Brea Ave, Los Angeles, CA 90016"",","2930 S La Brea Ave, Los Angeles, CA 90016",34.02783203125,-118.35283660888672
11,4117025916,"$32,018",300   NAPOLEON ST   LOS ANGELES CA 902930000,L A CITY,"33.9507484,-118.4417801,300   NAPOLEON ST   LOS ANGELES CA 902930000,""300 Napoleon St, Los Angeles, CA 90293"",","300 Napoleon St, Los Angeles, CA 90293",33.950748443603516,-118.44178009033203
15,7428038901,"$305,375",3000 E GRANT ST   LOS ANGELES CA 907440000,L A CITY,"33.7853928,-118.2263489,3000 E GRANT ST   LOS ANGELES CA 907440000,""3000 E Grant St, Los Angeles, CA 90744"",","3000 E Grant St, Los Angeles, CA 90744",33.78539276123047,-118.22634887695312
11,4129012909,"$45,082",301   EPINARD ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9406929,-118.4358292,301   EPINARD ST   PLAYA DEL REY CA 902930000,""301 Epinard St, Los Angeles, CA 90293"",","301 Epinard St, Los Angeles, CA 90293",33.94069290161133,-118.43582916259766
14,5173005902,$0,301 N GAREY ST   LOS ANGELES CA 900120000,L A CITY DEPT OF WATER AND POWER,"34.0514565,-118.2349854,301 N GAREY ST   LOS ANGELES CA 900120000,""301 N Garey St, Los Angeles, CA 90012"",","301 N Garey St, Los Angeles, CA 90012",34.051456451416016,-118.2349853515625
1,5205009900,"$471,678",301 W AVENUE 26   LOS ANGELES CA 900310000,L A CITY DEPT OF WATER AND POWER,"34.0807495,-118.2181015,301 W AVENUE 26   LOS ANGELES CA 900310000,""301 W Avenue 26, Los Angeles, CA 90031"",","301 W Avenue 26, Los Angeles, CA 90031",34.08074951171875,-118.21810150146484
9,5128015900,$0,3010 S SAN PEDRO ST   LOS ANGELES CA 900110000,LACMTA,"34.0175247,-118.2614059,3010 S SAN PEDRO ST   LOS ANGELES CA 900110000,""3010 S San Pedro St, Los Angeles, CA 90011"",","3010 S San Pedro St, Los Angeles, CA 90011",34.01752471923828,-118.26140594482422
13,5458006905,"$27,720",3012   TREADWELL ST   LOS ANGELES CA 900650000,L A CITY,"34.1197624,-118.249382,3012   TREADWELL ST   LOS ANGELES CA 900650000,""3012 Treadwell St, Los Angeles, CA 90065"",","3012 Treadwell St, Los Angeles, CA 90065",34.1197624206543,-118.24938201904297
10,5044009900,$0,3012 W JEFFERSON BLVD   LOS ANGELES CA 900180000,LACMTA,"34.0253181,-118.328804,3012 W JEFFERSON BLVD   LOS ANGELES CA 900180000,""3012 W Jefferson Blvd, Los Angeles, CA 90018"",","3012 W Jefferson Blvd, Los Angeles, CA 90018",34.02531814575195,-118.32880401611328
13,5458006904,"$15,940",3022   TREADWELL ST   LOS ANGELES CA 900650000,L A CITY,"34.1198349,-118.2492905,3022   TREADWELL ST   LOS ANGELES CA 900650000,""3022 Treadwell St, Los Angeles, CA 90065"",","3022 Treadwell St, Los Angeles, CA 90065",34.119834899902344,-118.2492904663086
15,7417016900,"$451,852",303   MCDONALD AVE   LOS ANGELES CA 907440000,L A CITY HOUSING AUTHORITY,"33.7724533,-118.2713623,303   MCDONALD AVE   LOS ANGELES CA 907440000,""303 McDonald Ave, Los Angeles, CA 90744"",","303 McDonald Ave, Los Angeles, CA 90744",33.77245330810547,-118.2713623046875
1,5160003900,"$67,347",303   PATTON ST   LOS ANGELES CA 900260000,L A CITY PARK,"34.0655518,-118.2593689,303   PATTON ST   LOS ANGELES CA 900260000,""303 Patton St, Los Angeles, CA 90026"",","303 Patton St, Los Angeles, CA 90026",34.0655517578125,-118.25936889648438
14,5161012908,"$172,918",303 E 1ST ST   LOS ANGELES CA 900120000,L A CITY,"34.0504341,-118.2404938,303 E 1ST ST   LOS ANGELES CA 900120000,""303 E 1st St, Los Angeles, CA 90012"",","303 E 1st St, Los Angeles, CA 90012",34.05043411254883,-118.24049377441406
1,5447007901,"$490,255",303 N SAN FERNANDO RD   LOS ANGELES CA 900310000,L A CITY,"34.0768852,-118.2233505,303 N SAN FERNANDO RD   LOS ANGELES CA 900310000,""303 N San Fernando Rd, Los Angeles, CA 90031"",","303 N San Fernando Rd, Los Angeles, CA 90031",34.07688522338867,-118.22335052490234
13,5458006901,"$115,484",3036   TREADWELL ST   LOS ANGELES CA 900650000,L A CITY,"34.1199265,-118.2491684,3036   TREADWELL ST   LOS ANGELES CA 900650000,""3036 Treadwell St, Los Angeles, CA 90065"",","3036 Treadwell St, Los Angeles, CA 90065",34.11992645263672,-118.2491683959961
13,5520019901,"$316,200",307 N VERMONT AVE   LOS ANGELES CA 900040000,LACMTA,"34.0767212,-118.2921524,307 N VERMONT AVE   LOS ANGELES CA 900040000,""307 N Vermont Ave, Los Angeles, CA 90004"",","307 N Vermont Ave, Los Angeles, CA 90004",34.07672119140625,-118.29215240478516
15,7448035924,"$166,464",308   KNOLL DR   LOS ANGELES CA 907310000,L A CITY,"33.7502403,-118.2839966,308   KNOLL DR   LOS ANGELES CA 907310000,""308 Knoll Dr, Los Angeles, CA 90731"",","308 Knoll Dr, Los Angeles, CA 90731",33.750240325927734,-118.28399658203125
10,5077009905,"$6,113,618",3087   WILSHIRE BLVD   LOS ANGELES CA 900100000,LACMTA,"34.0621796,-118.289299,3087   WILSHIRE BLVD   LOS ANGELES CA 900100000,""3087 Wilshire Blvd, Los Angeles, CA 90010"",","3087 Wilshire Blvd, Los Angeles, CA 90010",34.06217956542969,-118.28929901123047
11,4117025903,"$27,661",309   STERRY ST   PLAYA DEL REY CA 902930000,L A CITY,"33.9505386,-118.4411697,309   STERRY ST   PLAYA DEL REY CA 902930000,""309 Sterry St, Los Angeles, CA 90293"",","309 Sterry St, Los Angeles, CA 90293",33.950538635253906,-118.44116973876953
15,7418034901,"$198,000",309 W B ST   LOS ANGELES CA 907440000,L A CITY,"33.7713814,-118.2647476,309 W B ST   LOS ANGELES CA 907440000,""309 W B St, Los Angeles, CA 90744"",","309 W B St, Los Angeles, CA 90744",33.77138137817383,-118.2647476196289
11,4117025902,"$26,638",310   NAPOLEON ST   LOS ANGELES CA 902930000,L A CITY,"33.9508476,-118.4415283,310   NAPOLEON ST   LOS ANGELES CA 902930000,""310 Napoleon St, Los Angeles, CA 90293"",","310 Napoleon St, Los Angeles, CA 90293",33.95084762573242,-118.4415283203125
1,5210025909,"$7,365",3101   ALHAMBRA AVE   LOS ANGELES CA 900310000,L A CITY,"34.0648956,-118.2086945,3101   ALHAMBRA AVE   LOS ANGELES CA 900310000,""3101 Alhambra Ave, Los Angeles, CA 90031"",","3101 Alhambra Ave, Los Angeles, CA 90031",34.06489562988281,-118.20869445800781
11,4129005902,"$57,636",312   CENTURY BLVD   PLAYA DEL REY CA 902910000,L A CITY,"33.9449043,-118.4383621,312   CENTURY BLVD   PLAYA DEL REY CA 902910000,""312 Century Blvd, Los Angeles, CA 90293"",","312 Century Blvd, Los Angeles, CA 90293",33.94490432739258,-118.43836212158203
14,5148014904,$0,312 E 5TH ST   LOS ANGELES CA 900130000,COMMUNITY REDEVELOPMENT AGENCY,"34.0444145,-118.2453995,312 E 5TH ST   LOS ANGELES CA 900130000,""312 E 5th St, Los Angeles, CA 90013"",","312 E 5th St, Los Angeles, CA 90013",34.04441452026367,-118.24539947509766
15,6132024900,"$133,575",312 W 120TH ST   LOS ANGELES CA 900610000,L A CITY HOUSING AUTHORITY,"33.9233627,-118.2787781,312 W 120TH ST   LOS ANGELES CA 900610000,""312 W 120th St, Los Angeles, CA 90061"",","312 W 120th St, Los Angeles, CA 90061",33.923362731933594,-118.27877807617188
13,5458014900,"$612,000",3135   DREW ST   LOS ANGELES CA 900650000,L A CITY,"34.1186409,-118.2460556,3135   DREW ST   LOS ANGELES CA 900650000,""3135 Drew St, Los Angeles, CA 90065"",","3135 Drew St, Los Angeles, CA 90065",34.1186408996582,-118.24605560302734
11,4117025901,"$26,638",314   NAPOLEON ST   LOS ANGELES CA 902930000,L A CITY,"33.950901,-118.4414063,314   NAPOLEON ST   LOS ANGELES CA 902930000,""314 Napoleon St, Los Angeles, CA 90293"",","314 Napoleon St, Los Angeles, CA 90293",33.95090103149414,-118.44140625
15,7448033921,"$129,890",314   VIEWLAND PL   LOS ANGELES CA 907310000,L A CITY,"33.7513084,-118.2850494,314   VIEWLAND PL   LOS ANGELES CA 907310000,""314 Viewland Pl, Los Angeles, CA 90731"",","314 Viewland Pl, Los Angeles, CA 90731",33.75130844116211,-118.28504943847656
15,7448035923,"$46,857",316   KNOLL DR   LOS ANGELES CA 907310000,L A CITY,"33.7502289,-118.2841339,316   KNOLL DR   LOS ANGELES CA 907310000,""316 Knoll Dr, Los Angeles, CA 90731"",","316 Knoll Dr, Los Angeles, CA 90731",33.75022888183594,-118.28413391113281
11,4117025900,"$26,638",318   NAPOLEON ST   LOS ANGELES CA 902930000,L A CITY,"33.9509544,-118.4412918,318   NAPOLEON ST   LOS ANGELES CA 902930000,""318 Napoleon St, Los Angeles, CA 90293"",","318 Napoleon St, Los Angeles, CA 90293",33.95095443725586,-118.44129180908203
10,5077009915,$0,3183   WILSHIRE BLVD   LOS ANGELES CA 900100000,LACMTA,"34.0621719,-118.2904205,3183   WILSHIRE BLVD   LOS ANGELES CA 900100000,""3183 Wilshire Blvd, Los Angeles, CA 90010"",","3183 Wilshire Blvd, Los Angeles, CA 90010",34.062171936035156,-118.29042053222656
1,5153026901,$1,319   WITMER ST   LOS ANGELES CA 900170000,CITY OF LOS ANGELES,"34.0585899,-118.2640839,319   WITMER ST   LOS ANGELES CA 900170000,""319 Witmer St, Los Angeles, CA 90017"",","319 Witmer St, Los Angeles, CA 90017",34.058589935302734,-118.26408386230469
15,7448035922,"$20,516",320   KNOLL DR   LOS ANGELES CA 907310000,L A CITY,"33.7502213,-118.2842636,320   KNOLL DR   LOS ANGELES CA 907310000,""320 Knoll Dr, Los Angeles, CA 90731"",","320 Knoll Dr, Los Angeles, CA 90731",33.750221252441406,-118.28426361083984
4,5434039901,"$333,011",3201   RIVERSIDE DR   LOS ANGELES CA 900270000,L A CITY,"34.1143837,-118.2689056,3201   RIVERSIDE DR   LOS ANGELES CA 900270000,""3201 Riverside Dr, Los Angeles, CA 90027"",","3201 Riverside Dr, Los Angeles, CA 90027",34.114383697509766,-118.26890563964844
4,5434016901,"$181,874",3210   RIVERSIDE DR   LOS ANGELES CA 900270000,L A CITY,"34.114193,-118.270134,3210   RIVERSIDE DR   LOS ANGELES CA 900270000,""3210 Riverside Dr, Los Angeles, CA 90027"",","3210 Riverside Dr, Los Angeles, CA 90027",34.114192962646484,-118.27013397216797
14,5180001903,"$37,420",323 N MATHEWS ST   LOS ANGELES CA 900330000,LACMTA,"34.0455399,-118.2073975,323 N MATHEWS ST   LOS ANGELES CA 900330000,""323 N Mathews St, Los Angeles, CA 90033"",","323 N Mathews St, Los Angeles, CA 90033",34.04553985595703,-118.2073974609375
14,5190024900,"$979,894",3232   ESTRADA ST   LOS ANGELES CA 900230000,L A CITY HOUSING AUTHORITY,"34.0217133,-118.2084885,3232   ESTRADA ST   LOS ANGELES CA 900230000,""3232 Estrada St, Los Angeles, CA 90023"",","3232 Estrada St, Los Angeles, CA 90023",34.02171325683594,-118.20848846435547
15,7417010907,$0,326 N KING AVE   LOS ANGELES CA 907440000,L A CITY HOUSING AUTHORITY,"33.782341,-118.2611771,326 N KING AVE   LOS ANGELES CA 907440000,""90744, CA"",","90744, CA",33.78234100341797,-118.26117706298828
